"","V1"
"216",1
"217",1
"218",1
"219",1
"220",1
"221",1
"222",1
"223",1
"224",0.2
"225",0.2
"226",0.2
"227",0.2
"228",0.2
"229",1
"230",1
"231",1
"232",1
"233",1
"234",1
"235",1
"236",1
"237",1
"238",1
"239",1
"240",1
"241",1
"242",1
"243",1
"244",1
"245",1
"246",1
"247",1
"248",1
"249",0.2
"250",0.2
"251",0.2
"252",0.2
"253",0.2
"254",0.2
"255",0.2
"256",0.2
"257",0.2
"258",0.2
"259",0.2
"260",0.2
"261",0.2
"262",0.2
"263",0.2
"264",0.2
"265",0.2
"266",0.2
"267",0.2
"268",0.2
"269",0.2
"270",0.2
"271",0.2
"272",0.2
"273",0.2
"274",0.2
"275",0.2
"276",0.2
"277",0.2
"278",0.2
"279",0.2
"280",0.2
"281",1
"282",1
"283",1
"284",1
"285",1
"286",0.2
"287",0.2
"288",0.2
"289",0.2
"290",0.2
"291",0.2
"292",0.2
"293",0.2
"294",0.2
"295",0.2
"296",0.2
"297",0.2
"298",0.2
"299",0.2
"300",0.2
"301",0.2
"302",0.2
"303",0.2
"304",0.2
"305",0.2
"306",0.2
"307",0.2
"308",0.2
"309",0.2
"310",0.2
"311",0.2
"312",0.2
"313",0.2
"314",0.2
"315",0.2
"316",0.2
"317",0.2
"318",0.2
"319",0.2
"320",0.2
"321",0.2
"322",0.2
"323",0.2
"324",0.2
"325",0.2
"326",0.2
"327",0.2
"328",0.2
"329",0.2
"330",0.2
"331",0.2
"332",0.2
"333",1
"334",1
"335",1
"336",1
"337",1
"338",0.2
"339",0.2
"340",0.2
"341",0.2
"342",0.2
"343",0.2
"344",0.2
"345",0.2
"346",0.2
"347",0.2
"348",0.2
"349",0.2
"350",0.2
"351",0.2
"352",0.2
"353",0.2
"354",0.2
"355",0.2
"356",0.2
"357",0.2
"358",0.2
"359",0.2
"360",0.2
"361",0.2
"362",0.2
"363",0.2
"364",0.2
"365",0.2
"366",0.2
"367",0.2
"368",0.2
"369",0.2
"370",0.2
"371",0.2
"372",0.2
"373",0.2
"374",0.2
"375",0.2
"376",0.2
"377",0.2
"378",0.2
"379",0.2
"380",0.2
"381",0.2
"382",0.2
"383",0.2
"384",0.2
"385",0.2
"386",0.2
"387",0.2
"388",0.2
"389",0.2
"390",0.2
"391",0.2
"392",0.2
"393",0.2
"394",0.2
"395",0.2
"396",0.2
"397",0.2
"398",0.2
"399",0.2
"400",0.2
"401",0.2
"402",0.2
"403",0.2
"404",0.2
"405",0.2
"406",0.2
"407",0.2
"408",1
"409",1
"410",1
"411",1
"412",1
"413",0.2
"414",0.2
"415",0.2
"416",0.2
"417",0.2
"418",0.2
"419",0.2
"420",0.2
"421",0.2
"422",0.2
"423",0.2
"424",0.2
"425",0.2
"426",0.2
"427",0.2
"428",0.2
"429",0.2
"430",0.2
"431",0.2
"432",0.2
"433",0.2
"434",0.2
"435",0.2
"436",0.2
"437",0.2
"438",0.2
"439",0.2
"440",0.2
"441",0.2
"442",0.2
"443",0.2
"444",0.2
"445",0.2
"446",0.2
"447",0.2
"448",0.2
"449",0.2
"450",0.2
"451",0.2
"452",0.2
"453",0.2
"454",0.2
"455",0.2
"456",0.2
"457",0.2
"458",0.2
"459",0.2
"460",0.2
"461",0.2
"462",0.2
"463",0.2
"464",0.2
"465",0.2
"466",0.2
"467",0.2
"468",0.2
"469",0.2
"470",0.2
"471",0.2
"472",0.2
"473",0.2
"474",0.2
"475",0.2
"476",0.2
"477",0.2
"478",0.2
"479",0.2
"480",0.2
"481",0.2
"482",0.2
"483",0.2
"484",0.2
"485",0.2
"486",0.2
"487",0.2
"488",0.2
"489",0.2
"490",0.2
"491",0.2
"492",0.2
"493",0.2
"494",0.2
"495",0.2
"496",0.2
"497",0.2
"498",0.2
"499",0.2
"500",0.2
"501",0.2
"502",0.2
"503",0.2
"504",0.2
"505",0.2
"506",0.2
"507",0.2
"508",1
"509",1
"510",1
"511",1
"512",1
"513",0.2
"514",0.2
"515",0.2
"516",0.2
"517",0.2
"518",0.2
"519",0.2
"520",0.2
"521",0.2
"522",0.2
"523",0.2
"524",0.2
"525",0.2
"526",0.2
"527",0.2
"528",0.2
"529",0.2
"530",0.2
"531",0.2
"532",0.2
"533",0.2
"534",0.2
"535",0.2
"536",0.2
"537",0.2
"538",0.2
"539",0.2
"540",0.2
"541",0.2
"542",0.2
"543",0.2
"544",0.2
"545",0.2
"546",0.2
"547",0.2
"548",0.2
"549",0.2
"550",0.2
"551",0.2
"552",0.2
"553",0.2
"554",0.2
"555",0.2
"556",0.2
"557",0.2
"558",0.2
"559",0.2
"560",0.2
"561",0.2
"562",0.2
"563",0.2
"564",0.2
"565",0.2
"566",0.2
"567",0.2
"568",0.2
"569",0.2
"570",0.2
"571",0.2
"572",0.2
"573",0.2
"574",0.2
"575",0.2
"576",0.2
"577",0.2
"578",0.2
"579",0.2
"580",0.2
"581",0.2
"582",0.2
"583",0.2
"584",0.2
"585",0.2
"586",0.2
"587",0.2
"588",0.2
"589",0.2
"590",0.2
"591",0.2
"592",0.2
"593",0.2
"594",0.2
"595",0.2
"596",0.2
"597",0.2
"598",0.2
"599",0.2
"600",0.2
"601",0.2
"602",0.2
"603",0.2
"604",0.2
"605",0.2
"606",0.2
"607",0.2
"608",0.2
"609",0.2
"610",0.2
"611",0.2
"612",0.2
"613",0.2
"614",0.2
"615",0.2
"616",0.2
"617",0.2
"618",0.2
"619",0.2
"620",0.2
"621",0.2
"622",0.2
"623",0.2
"624",0.2
"625",0.2
"626",0.2
"627",0.2
"628",0.2
"629",0.2
"630",0.2
"631",0.2
"632",0.2
"633",0.2
"634",0.2
"635",0.2
"636",0.2
"637",0.2
"638",0.2
"639",0.2
"640",0.2
"641",0.2
"642",0.2
"643",0.2
"644",0.2
"645",0.2
"646",0.2
"647",0.2
"648",0.2
"649",0.2
"650",0.2
"651",0.2
"652",0.2
"653",0.2
"654",0.2
"655",0.2
"656",1
"657",1
"658",1
"659",1
"660",1
"661",0.2
"662",0.2
"663",0.2
"664",0.2
"665",0.2
"666",1
"667",1
"668",1
"669",1
"670",1
"671",1
"672",1
"673",1
"674",1
"675",1
"676",1
"677",1
"678",1
"679",1
"680",1
"681",1
"682",1
"683",1
"684",1
"685",1
"686",1
"687",1
"688",1
"689",1
"690",1
"691",1
"692",1
"693",1
"694",1
"695",1
"696",1
"697",1
"698",1
"699",1
"700",1
"701",1
"702",1
"703",0.2
"704",0.2
"705",0.2
"706",0.2
"707",0.2
"708",1
"709",1
"710",1
"711",1
"712",1
"713",0.2
"714",0.2
"715",0.2
"716",0.2
"717",0.2
"718",0.2
"719",0.2
"720",0.2
"721",0.2
"722",0.2
"723",0.2
"724",0.2
"725",0.2
"726",0.2
"727",0.2
"728",0.2
"729",0.2
"730",0.2
"731",0.2
"732",0.2
"733",0.2
"734",0.2
"735",0.2
"736",0.2
"737",0.2
"738",0.2
"739",0.2
"740",0.2
"741",0.2
"742",0.2
"743",1
"744",1
"745",1
"746",1
"747",1
"748",0.2
"749",0.2
"750",0.2
"751",0.2
"752",0.2
"753",0.2
"754",0.2
"755",0.2
"756",0.2
"757",0.2
"758",0.2
"759",0.2
"760",0.2
"761",0.2
"762",0.2
"763",0.2
"764",0.2
"765",0.2
"766",0.2
"767",0.2
"768",0.2
"769",0.2
"770",0.2
"771",0.2
"772",0.2
"773",0.2
"774",0.2
"775",0.2
"776",0.2
"777",0.2
"778",0.2
"779",0.2
"780",0.2
"781",0.2
"782",0.2
"783",0.2
"784",0.2
"785",1
"786",1
"787",1
"788",1
"789",1
"790",0.2
"791",0.2
"792",0.2
"793",0.2
"794",0.2
"795",0.2
"796",0.2
"797",0.2
"798",0.2
"799",0.2
"800",0.2
"801",0.2
"802",0.2
"803",0.2
"804",0.2
"805",0.2
"806",0.2
"807",0.2
"808",0.2
"809",0.2
"810",0.2
"811",0.2
"812",0.2
"813",0.2
"814",0.2
"815",0.2
"816",0.2
"817",0.2
"818",0.2
"819",0.2
"820",0.2
"821",0.2
"822",0.2
"823",0.2
"824",0.2
"825",0.2
"826",0.2
"827",0.2
"828",0.2
"829",0.2
"830",0.2
"831",0.2
"832",0.2
"833",0.2
"834",0.2
"835",0.2
"836",0.2
"837",0.2
"838",0.2
"839",0.2
"840",0.2
"841",0.2
"842",1
"843",1
"844",1
"845",1
"846",1
"847",1
"848",1
"849",1
"850",1
"851",1
"852",1
"853",1
"854",1
"855",1
"856",1
"857",1
"858",1
"859",1
"860",1
"861",1
"862",1
"863",1
"864",1
"865",1
"866",1
"867",1
"868",1
"869",1
"870",1
"871",1
"872",1
"873",1
"874",0.2
"875",0.2
"876",0.2
"877",0.2
"878",0.2
"879",0.2
"880",0.2
"881",0.2
"882",0.2
"883",0.2
"884",0.2
"885",0.2
"886",0.2
"887",0.2
"888",0.2
"889",1
"890",1
"891",1
"892",1
"893",1
"894",1
"895",1
"896",1
"897",1
"898",1
"899",1
"900",1
"901",1
"902",1
"903",1
"904",1
"905",1
"906",1
"907",1
"908",1
"909",1
"910",1
"911",1
"912",1
"913",1
"914",1
"915",1
"916",1
"917",0.2
"918",0.2
"919",0.2
"920",0.2
"921",0.2
"922",0.2
"923",0.2
"924",0.2
"925",0.2
"926",0.2
"927",0.2
"928",0.2
"929",0.2
"930",0.2
"931",0.2
"932",0.2
"933",0.2
"934",0.2
"935",0.2
"936",0.2
"937",0.2
"938",0.2
"939",0.2
"940",0.2
"941",0.2
"942",1
"943",1
"944",1
"945",1
"946",1
"947",1
"948",1
"949",1
"950",1
"951",1
"952",1
"953",1
"954",1
"955",1
"956",1
"957",1
"958",1
"959",1
"960",1
"961",1
"962",0.2
"963",0.2
"964",0.2
"965",0.2
"966",0.2
"967",1
"968",1
"969",1
"970",1
"971",1
"972",0.2
"973",0.2
"974",0.2
"975",0.2
"976",0.2
"977",0.2
"978",0.2
"979",0.2
"980",0.2
"981",0.2
"982",0.2
"983",0.2
"984",0.2
"985",0.2
"986",0.2
"987",0.2
"988",0.2
"989",0.2
"990",0.2
"991",0.2
"992",0.2
"993",0.2
"994",0.2
"995",0.2
"996",0.2
"997",0.2
"998",0.2
"999",0.2
"1000",0.2
"1001",0.2
"1002",0.2
"1003",0.2
"1004",1
"1005",1
"1006",1
"1007",1
"1008",1
"1009",1
"1010",1
"1011",1
"1012",1
"1013",1
"1014",0.2
"1015",0.2
"1016",0.2
"1017",0.2
"1018",0.2
"1019",0.2
"1020",0.2
"1021",0.2
"1022",0.2
"1023",0.2
"1024",0.2
"1025",0.2
"1026",0.2
"1027",0.2
"1028",0.2
"1029",0.2
"1030",0.2
"1031",0.2
"1032",0.2
"1033",0.2
"1034",0.2
"1035",0.2
"1036",0.2
"1037",0.2
"1038",0.2
"1039",0.2
"1040",0.2
"1041",0.2
"1042",0.2
"1043",0.2
"1044",0.2
"1045",0.2
"1046",0.2
"1047",0.2
"1048",0.2
"1049",0.2
"1050",0.2
"1051",0.2
"1052",0.2
"1053",0.2
"1054",0.2
"1055",0.2
"1056",0.2
"1057",0.2
"1058",0.2
"1059",0.2
"1060",0.2
"1061",0.2
"1062",0.2
"1063",0.2
"1064",0.2
"1065",0.2
"1066",0.2
"1067",0.2
"1068",0.2
"1069",0.2
"1070",0.2
"1071",0.2
"1072",0.2
"1073",0.2
"1074",0.2
"1075",0.2
"1076",0.2
"1077",0.2
"1078",0.2
"1079",0.2
"1080",0.2
"1081",0.2
"1082",0.2
"1083",0.2
"1084",0.2
"1085",0.2
"1086",1
"1087",1
"1088",1
"1089",1
"1090",1
"1091",0.2
"1092",0.2
"1093",0.2
"1094",0.2
"1095",0.2
"1096",0.2
"1097",0.2
"1098",0.2
"1099",0.2
"1100",0.2
"1101",0.2
"1102",0.2
"1103",0.2
"1104",0.2
"1105",0.2
"1106",0.2
"1107",0.2
"1108",0.2
"1109",0.2
"1110",0.2
"1111",0.2
"1112",0.2
"1113",0.2
"1114",0.2
"1115",0.2
"1116",0.2
"1117",0.2
"1118",0.2
"1119",0.2
"1120",0.2
"1121",0.2
"1122",0.2
"1123",0.2
"1124",0.2
"1125",0.2
"1126",0.2
"1127",0.2
"1128",0.2
"1129",0.2
"1130",0.2
"1131",0.2
"1132",0.2
"1133",0.2
"1134",1
"1135",1
"1136",1
"1137",1
"1138",1
"1139",0.2
"1140",0.2
"1141",0.2
"1142",0.2
"1143",0.2
"1144",0.2
"1145",0.2
"1146",0.2
"1147",0.2
"1148",0.2
"1149",0.2
"1150",0.2
"1151",0.2
"1152",0.2
"1153",0.2
"1154",0.2
"1155",0.2
"1156",0.2
"1157",0.2
"1158",0.2
"1159",0.2
"1160",0.2
"1161",0.2
"1162",0.2
"1163",0.2
"1164",0.2
"1165",0.2
"1166",0.2
"1167",0.2
"1168",0.2
"1169",0.2
"1170",0.2
"1171",0.2
"1172",0.2
"1173",0.2
"1174",0.2
"1175",0.2
"1176",1
"1177",1
"1178",1
"1179",1
"1180",1
"1181",1
"1182",1
"1183",1
"1184",1
"1185",1
"1186",1
"1187",1
"1188",1
"1189",1
"1190",1
"1191",1
"1192",1
"1193",1
"1194",1
"1195",1
"1196",1
"1197",1
"1198",1
"1199",1
"1200",1
"1201",1
"1202",1
"1203",1
"1204",1
"1205",1
"1206",1
"1207",1
"1208",0.2
"1209",0.2
"1210",0.2
"1211",0.2
"1212",0.2
"1213",0.2
"1214",0.2
"1215",0.2
"1216",0.2
"1217",0.2
"1218",0.2
"1219",0.2
"1220",0.2
"1221",0.2
"1222",0.2
"1223",0.2
"1224",0.2
"1225",0.2
"1226",0.2
"1227",0.2
"1228",0.2
"1229",0.2
"1230",0.2
"1231",0.2
"1232",0.2
"1233",0.2
"1234",0.2
"1235",0.2
"1236",0.2
"1237",0.2
"1238",0.2
"1239",0.2
"1240",1
"1241",1
"1242",1
"1243",1
"1244",1
"1245",0.2
"1246",0.2
"1247",0.2
"1248",0.2
"1249",0.2
"1250",1
"1251",1
"1252",1
"1253",1
"1254",1
"1255",1
"1256",1
"1257",1
"1258",1
"1259",1
"1260",0.2
"1261",0.2
"1262",0.2
"1263",0.2
"1264",0.2
"1265",0.2
"1266",0.2
"1267",0.2
"1268",0.2
"1269",0.2
"1270",0.2
"1271",0.2
"1272",0.2
"1273",0.2
"1274",0.2
"1275",0.2
"1276",0.2
"1277",0.2
"1278",0.2
"1279",0.2
"1280",0.2
"1281",0.2
"1282",0.2
"1283",0.2
"1284",0.2
"1285",0.2
"1286",0.2
"1287",0.2
"1288",0.2
"1289",0.2
"1290",0.2
"1291",0.2
"1292",0.2
"1293",0.2
"1294",0.2
"1295",0.2
"1296",0.2
"1297",0.2
"1298",0.2
"1299",0.2
"1300",0.2
"1301",0.2
"1302",0.2
"1303",0.2
"1304",0.2
"1305",0.2
"1306",1
"1307",1
"1308",1
"1309",1
"1310",1
"1311",0.2
"1312",0.2
"1313",0.2
"1314",0.2
"1315",0.2
"1316",0.2
"1317",0.2
"1318",0.2
"1319",0.2
"1320",0.2
"1321",1
"1322",1
"1323",1
"1324",1
"1325",1
"1326",0.2
"1327",0.2
"1328",0.2
"1329",0.2
"1330",0.2
"1331",0.2
"1332",0.2
"1333",0.2
"1334",0.2
"1335",0.2
"1336",0.2
"1337",0.2
"1338",0.2
"1339",0.2
"1340",0.2
"1341",1
"1342",1
"1343",1
"1344",1
"1345",1
"1346",0.2
"1347",0.2
"1348",0.2
"1349",0.2
"1350",0.2
"1351",0.2
"1352",0.2
"1353",0.2
"1354",0.2
"1355",0.2
"1356",0.2
"1357",0.2
"1358",0.2
"1359",0.2
"1360",0.2
"1361",0.2
"1362",0.2
"1363",0.2
"1364",0.2
"1365",0.2
"1366",0.2
"1367",0.2
"1368",0.2
"1369",0.2
"1370",0.2
"1371",0.2
"1372",0.2
"1373",0.2
"1374",0.2
"1375",0.2
"1376",0.2
"1377",0.2
"1378",0.2
"1379",0.2
"1380",0.2
"1381",0.2
"1382",0.2
"1383",0.2
"1384",0.2
"1385",0.2
"1386",0.2
"1387",0.2
"1388",0.2
"1389",0.2
"1390",0.2
"1391",0.2
"1392",0.2
"1393",0.2
"1394",0.2
"1395",0.2
"1396",0.2
"1397",0.2
"1398",0.2
"1399",0.2
"1400",0.2
"1401",0.2
"1402",0.2
"1403",0.2
"1404",0.2
"1405",0.2
"1406",0.2
"1407",0.2
"1408",0.2
"1409",0.2
"1410",0.2
"1411",0.2
"1412",0.2
"1413",0.2
"1414",0.2
"1415",0.2
"1416",0.2
"1417",0.2
"1418",0.2
"1419",0.2
"1420",0.2
"1421",0.2
"1422",0.2
"1423",0.2
"1424",0.2
"1425",1
"1426",1
"1427",1
"1428",1
"1429",1
"1430",1
"1431",1
"1432",1
"1433",1
"1434",1
"1435",1
"1436",1
"1437",1
"1438",1
"1439",1
"1440",1
"1441",1
"1442",1
"1443",1
"1444",1
"1445",0.2
"1446",0.2
"1447",0.2
"1448",0.2
"1449",0.2
"1450",0.2
"1451",0.2
"1452",0.2
"1453",0.2
"1454",0.2
"1455",0.2
"1456",0.2
"1457",0.2
"1458",0.2
"1459",0.2
"1460",0.2
"1461",0.2
"1462",0.2
"1463",0.2
"1464",0.2
"1465",0.2
"1466",0.2
"1467",0.2
"1468",0.2
"1469",0.2
"1470",0.2
"1471",0.2
"1472",0.2
"1473",0.2
"1474",0.2
"1475",0.2
"1476",0.2
"1477",0.2
"1478",0.2
"1479",0.2
"1480",0.2
"1481",0.2
"1482",0.2
"1483",0.2
"1484",0.2
"1485",0.2
"1486",0.2
"1487",0.2
"1488",0.2
"1489",0.2
"1490",0.2
"1491",0.2
"1492",0.2
"1493",0.2
"1494",0.2
"1495",0.2
"1496",0.2
"1497",0.2
"1498",0.2
"1499",0.2
"1500",0.2
"1501",0.2
"1502",0.2
"1503",0.2
"1504",0.2
"1505",0.2
"1506",0.2
"1507",0.2
"1508",0.2
"1509",0.2
"1510",0.2
"1511",0.2
"1512",0.2
"1513",0.2
"1514",0.2
"1515",0.2
"1516",0.2
"1517",0.2
"1518",0.2
"1519",0.2
"1520",0.2
"1521",0.2
"1522",0.2
"1523",0.2
"1524",0.2
"1525",0.2
"1526",0.2
"1527",0.2
"1528",0.2
"1529",0.2
"1530",0.2
"1531",0.2
"1532",0.2
"1533",0.2
"1534",0.2
"1535",0.2
"1536",0.2
"1537",0.2
"1538",0.2
"1539",0.2
"1540",0.2
"1541",0.2
"1542",0.2
"1543",0.2
"1544",0.2
"1545",0.2
"1546",0.2
"1547",0.2
"1548",0.2
"1549",0.2
"1550",0.2
"1551",0.2
"1552",0.2
"1553",0.2
"1554",0.2
"1555",0.2
"1556",0.2
"1557",0.2
"1558",0.2
"1559",0.2
"1560",0.2
"1561",0.2
"1562",1
"1563",1
"1564",1
"1565",1
"1566",1
"1567",1
"1568",1
"1569",1
"1570",1
"1571",1
"1572",1
"1573",1
"1574",1
"1575",1
"1576",1
"1577",1
"1578",1
"1579",1
"1580",1
"1581",1
"1582",1
"1583",1
"1584",1
"1585",1
"1586",1
"1587",1
"1588",1
"1589",1
"1590",1
"1591",1
"1592",1
"1593",1
"1594",1
"1595",1
"1596",1
"1597",1
"1598",1
"1599",1
"1600",1
"1601",1
"1602",1
"1603",1
"1604",1
"1605",1
"1606",1
"1607",1
"1608",1
"1609",1
"1610",1
"1611",1
"1612",1
"1613",1
"1614",1
"1615",1
"1616",1
"1617",1
"1618",1
"1619",1
"1620",1
"1621",1
"1622",1
"1623",1
"1624",0.2
"1625",0.2
"1626",0.2
"1627",0.2
"1628",0.2
"1629",0.2
"1630",0.2
"1631",0.2
"1632",0.2
"1633",0.2
"1634",1
"1635",1
"1636",1
"1637",1
"1638",1
"1639",0.2
"1640",0.2
"1641",0.2
"1642",0.2
"1643",0.2
"1644",0.2
"1645",0.2
"1646",0.2
"1647",0.2
"1648",0.2
"1649",0.2
"1650",0.2
"1651",0.2
"1652",0.2
"1653",0.2
"1654",0.2
"1655",0.2
"1656",0.2
"1657",0.2
"1658",0.2
"1659",0.2
"1660",0.2
"1661",0.2
"1662",0.2
"1663",0.2
"1664",0.2
"1665",0.2
"1666",1
"1667",1
"1668",1
"1669",1
"1670",1
"1671",1
"1672",1
"1673",1
"1674",1
"1675",1
"1676",0.2
"1677",0.2
"1678",0.2
"1679",0.2
"1680",0.2
"1681",0.2
"1682",0.2
"1683",0.2
"1684",0.2
"1685",0.2
"1686",0.2
"1687",0.2
"1688",0.2
"1689",0.2
"1690",0.2
"1691",0.2
"1692",0.2
"1693",0.2
"1694",0.2
"1695",0.2
"1696",0.2
"1697",0.2
"1698",0.2
"1699",0.2
"1700",0.2
"1701",0.2
"1702",0.2
"1703",0.2
"1704",0.2
"1705",0.2
"1706",0.2
"1707",0.2
"1708",1
"1709",1
"1710",1
"1711",1
"1712",1
"1713",1
"1714",1
"1715",1
"1716",1
"1717",1
"1718",0.2
"1719",0.2
"1720",0.2
"1721",0.2
"1722",0.2
"1723",1
"1724",1
"1725",1
"1726",1
"1727",1
"1728",1
"1729",1
"1730",1
"1731",1
"1732",1
"1733",1
"1734",1
"1735",1
"1736",1
"1737",1
"1738",1
"1739",1
"1740",1
"1741",1
"1742",1
"1743",0.2
"1744",0.2
"1745",0.2
"1746",0.2
"1747",0.2
"1748",0.2
"1749",0.2
"1750",0.2
"1751",0.2
"1752",0.2
"1753",0.2
"1754",0.2
"1755",0.2
"1756",0.2
"1757",0.2
"1758",0.2
"1759",0.2
"1760",0.2
"1761",0.2
"1762",0.2
"1763",0.2
"1764",0.2
"1765",0.2
"1766",0.2
"1767",0.2
"1768",0.2
"1769",0.2
"1770",0.2
"1771",0.2
"1772",0.2
"1773",1
"1774",1
"1775",1
"1776",1
"1777",1
"1778",1
"1779",1
"1780",1
"1781",1
"1782",1
"1783",1
"1784",1
"1785",1
"1786",1
"1787",1
"1788",1
"1789",1
"1790",1
"1791",1
"1792",1
"1793",1
"1794",1
"1795",1
"1796",1
"1797",1
"1798",1
"1799",1
"1800",1
"1801",1
"1802",1
"1803",1
"1804",1
"1805",1
"1806",1
"1807",1
"1808",1
"1809",1
"1810",0.2
"1811",0.2
"1812",0.2
"1813",0.2
"1814",0.2
"1815",0.2
"1816",0.2
"1817",0.2
"1818",0.2
"1819",0.2
"1820",0.2
"1821",0.2
"1822",0.2
"1823",0.2
"1824",0.2
"1825",0.2
"1826",0.2
"1827",0.2
"1828",0.2
"1829",0.2
"1830",0.2
"1831",0.2
"1832",0.2
"1833",0.2
"1834",0.2
"1835",0.2
"1836",0.2
"1837",0.2
"1838",0.2
"1839",0.2
"1840",0.2
"1841",0.2
"1842",0.2
"1843",0.2
"1844",0.2
"1845",0.2
"1846",0.2
"1847",0.2
"1848",0.2
"1849",0.2
"1850",0.2
"1851",0.2
"1852",0.2
"1853",0.2
"1854",0.2
"1855",0.2
"1856",0.2
"1857",0.2
"1858",0.2
"1859",0.2
"1860",0.2
"1861",0.2
"1862",0.2
"1863",0.2
"1864",0.2
"1865",0.2
"1866",0.2
"1867",0.2
"1868",0.2
"1869",0.2
"1870",0.2
"1871",0.2
"1872",0.2
"1873",0.2
"1874",0.2
"1875",0.2
"1876",0.2
"1877",0.2
"1878",0.2
"1879",0.2
"1880",0.2
"1881",0.2
"1882",0.2
"1883",0.2
"1884",0.2
"1885",0.2
"1886",0.2
"1887",0.2
"1888",0.2
"1889",0.2
"1890",0.2
"1891",0.2
"1892",0.2
"1893",0.2
"1894",0.2
"1895",0.2
"1896",0.2
"1897",1
"1898",1
"1899",1
"1900",1
"1901",1
"1902",0.2
"1903",0.2
"1904",0.2
"1905",0.2
"1906",0.2
"1907",0.2
"1908",0.2
"1909",0.2
"1910",0.2
"1911",0.2
"1912",0.2
"1913",0.2
"1914",0.2
"1915",0.2
"1916",0.2
"1917",0.2
"1918",0.2
"1919",0.2
"1920",0.2
"1921",0.2
"1922",0.2
"1923",0.2
"1924",0.2
"1925",0.2
"1926",0.2
"1927",0.2
"1928",0.2
"1929",0.2
"1930",0.2
"1931",0.2
"1932",0.2
"1933",0.2
"1934",0.2
"1935",0.2
"1936",0.2
"1937",0.2
"1938",0.2
"1939",0.2
"1940",0.2
"1941",0.2
"1942",0.2
"1943",0.2
"1944",0.2
"1945",0.2
"1946",0.2
"1947",0.2
"1948",0.2
"1949",0.2
"1950",0.2
"1951",0.2
"1952",0.2
"1953",0.2
"1954",0.2
"1955",0.2
"1956",0.2
"1957",0.2
"1958",0.2
"1959",0.2
"1960",0.2
"1961",0.2
"1962",0.2
"1963",0.2
"1964",0.2
"1965",0.2
"1966",1
"1967",1
"1968",1
"1969",1
"1970",1
"1971",1
"1972",1
"1973",1
"1974",1
"1975",1
"1976",1
"1977",1
"1978",1
"1979",1
"1980",1
"1981",1
"1982",1
"1983",1
"1984",1
"1985",1
"1986",1
"1987",1
"1988",1
"1989",1
"1990",1
"1991",1
"1992",1
"1993",1
"1994",1
"1995",1
"1996",1
"1997",1
"1998",0.2
"1999",0.2
"2000",0.2
"2001",0.2
"2002",0.2
"2003",0.2
