"","V1","V2"
"512",68,2746
"513",68,2865
"514",68,2969
"515",69,185
"516",69,476
"517",69,483
"518",69,875
"519",69,945
"520",69,1061
"521",69,1102
"522",69,1195
"523",69,1409
"524",69,1937
"525",69,2130
"526",69,2261
"527",69,2335
"528",69,2580
"529",69,2720
"530",69,2886
"531",70,165
"532",70,382
"533",70,1082
"534",70,1300
"535",70,1617
"536",70,1781
"537",70,1785
"538",70,1950
"539",70,2119
"540",70,2176
"541",70,2910
"542",71,158
"543",71,412
"544",71,681
"545",71,1322
"546",71,1325
"547",71,1683
"548",71,1793
"549",71,2044
"550",71,2245
"551",71,2769
"552",72,82
"553",72,315
"554",72,697
"555",72,802
"556",72,943
"557",72,1070
"558",72,1137
"559",72,1563
"560",72,1604
"561",72,1705
"562",72,1955
"563",72,2028
"564",72,2074
"565",72,2407
"566",72,2872
"567",73,84
"568",73,315
"569",73,630
"570",73,769
"571",73,1423
"572",73,1533
"573",73,2117
"574",73,2339
"575",73,2524
"576",73,2568
"577",73,2947
"578",74,942
"579",74,951
"580",74,1134
"581",74,1422
"582",74,1823
"583",74,2056
"584",74,2272
"585",74,2273
"586",74,2406
"587",74,2866
"588",75,303
"589",75,442
"590",75,643
"591",75,644
"592",75,683
"593",75,879
"594",75,1257
"595",75,1335
"596",75,1761
"597",75,2522
"598",75,2524
"599",75,2567
"600",75,2578
"601",75,2692
"602",75,2884
"603",75,2900
"604",76,81
"605",76,256
"606",76,530
"607",76,1007
"608",76,1169
"609",76,1213
"610",76,1217
"611",76,1226
"612",76,1297
"613",76,1580
"614",76,1583
"615",76,1769
"616",76,1781
"617",76,1881
"618",76,2559
"619",77,339
"620",77,689
"621",77,1250
"622",77,1792
"623",77,1827
"624",77,1964
"625",77,2259
"626",77,2734
"627",78,230
"628",78,339
"629",78,1034
"630",78,1226
"631",78,1372
"632",78,1741
"633",78,1781
"634",78,1938
"635",78,2038
"636",78,2607
"637",79,237
"638",79,807
"639",79,1081
"640",79,1297
"641",79,1601
"642",79,1738
"643",79,1924
"644",79,2033
"645",79,2069
"646",80,101
"647",80,232
"648",80,307
"649",80,327
"650",80,688
"651",80,1609
"652",80,1780
"653",80,1938
"654",80,2027
"655",80,2439
"656",81,91
"657",81,1062
"658",81,1939
"659",81,2342
"660",81,2587
"661",81,2873
"662",81,2937
"663",81,2947
"664",82,489
"665",82,938
"666",82,1071
"667",82,1279
"668",82,1342
"669",82,1426
"670",82,1720
"671",82,1801
"672",82,2776
"673",82,2841
"674",83,91
"675",83,254
"676",83,326
"677",83,578
"678",83,675
"679",83,679
"680",83,837
"681",83,937
"682",83,1002
"683",83,1408
"684",83,1674
"685",83,2109
"686",83,2132
"687",83,2234
"688",83,2579
"689",83,2782
"690",84,229
"691",84,777
"692",84,1413
"693",84,1983
"694",84,2269
"695",84,2349
"696",84,2577
"697",84,2696
"698",84,2864
"699",85,91
"700",85,319
"701",85,431
"702",85,453
"703",85,553
"704",85,850
"705",85,1565
"706",85,1581
"707",85,1723
"708",85,1793
"709",85,1868
"710",85,1934
"711",85,1947
"712",85,2042
"713",85,2045
"714",85,2434
"715",85,2446
"716",85,2574
"717",86,592
"718",86,1134
"719",86,1233
"720",86,1413
"721",86,1470
"722",86,1686
"723",86,1914
"724",86,2041
"725",86,2128
"726",86,2387
"727",86,2501
"728",86,2713
"729",87,317
"730",87,840
"731",87,2055
"732",87,2190
"733",87,2202
"734",87,2237
"735",87,2290
"736",87,2385
"737",87,2578
"738",88,112
"739",88,231
"740",88,861
"741",88,1707
"742",88,1967
"743",88,1971
"744",88,2197
"745",88,2521
"746",89,146
"747",89,930
"748",89,1038
"749",89,1133
"750",89,1329
"751",89,1708
"752",89,1721
"753",89,1934
"754",89,2029
"755",89,2054
"756",90,320
"757",90,424
"758",90,589
"759",90,693
"760",90,829
"761",90,1288
"762",90,1548
"763",90,1774
"764",90,1804
"765",90,2168
"766",90,2739
"767",90,2843
"768",91,196
"769",91,299
"770",91,583
"771",91,950
"772",91,956
"773",91,968
"774",91,1323
"775",91,1587
"776",91,2517
"777",91,2792
"778",92,141
"779",92,143
"780",92,285
"781",92,313
"782",92,346
"783",92,468
"784",92,855
"785",92,1014
"786",92,1075
"787",92,1211
"788",92,1244
"789",92,1439
"790",92,1503
"791",92,1551
"792",92,2061
"793",92,2097
"794",92,2248
"795",92,2304
"796",92,2521
"797",92,2525
"798",92,2610
"799",92,2747
"800",92,2973
"801",93,149
"802",93,288
"803",93,779
"804",93,842
"805",93,1100
"806",93,1384
"807",93,1412
"808",93,1440
"809",93,1579
"810",93,1623
"811",93,2300
"812",93,2598
"813",93,2661
"814",93,2739
"815",94,104
"816",94,242
"817",94,283
"818",94,571
"819",94,849
"820",94,859
"821",94,1135
"822",94,1150
"823",94,1790
"824",94,1871
"825",94,1960
"826",94,2109
"827",94,2121
"828",94,2133
"829",94,2282
"830",94,2523
"831",94,2605
"832",94,2775
"833",94,2915
"834",95,99
"835",95,118
"836",95,157
"837",95,204
"838",95,232
"839",95,268
"840",95,345
"841",95,510
"842",95,600
"843",95,1021
"844",95,1052
"845",95,1071
"846",95,1089
"847",95,1098
"848",95,1099
"849",95,1628
"850",95,1710
"851",95,1747
"852",95,1791
"853",95,1843
"854",95,1875
"855",95,1900
"856",95,2060
"857",95,2338
"858",95,2388
"859",95,2661
"860",95,2694
"861",95,2710
"862",96,285
"863",96,645
"864",96,840
"865",96,866
"866",96,945
"867",96,1070
"868",96,1621
"869",96,1855
"870",96,2066
"871",96,2107
"872",96,2168
"873",96,2520
"874",96,2561
"875",97,167
"876",97,224
"877",97,418
"878",97,946
"879",97,1103
"880",97,1395
"881",97,1427
"882",97,1567
"883",97,1730
"884",97,2131
"885",97,2201
"886",97,2419
"887",97,2577
"888",97,2695
"889",97,2844
"890",97,2969
"891",97,2973
"892",98,675
"893",98,1021
"894",98,1410
"895",98,1562
"896",98,1568
"897",98,1577
"898",98,1724
"899",98,1951
"900",98,2073
"901",98,2417
"902",98,2516
"903",98,2523
"904",98,2529
"905",98,2692
"906",98,2850
"907",98,2852
"908",99,131
"909",99,652
"910",99,835
"911",99,838
"912",99,849
"913",99,867
"914",99,956
"915",99,1009
"916",99,1322
"917",99,1402
"918",99,1415
"919",99,1488
"920",99,1712
"921",99,1795
"922",99,2028
"923",99,2064
"924",99,2109
"925",99,2121
"926",99,2246
"927",99,2279
"928",99,2570
"929",99,2761
"930",99,2779
"931",99,2965
"932",100,106
"933",100,141
"934",100,242
"935",100,245
"936",100,462
"937",100,472
"938",100,740
"939",100,850
"940",100,1239
"941",100,1284
"942",100,1325
"943",100,1556
"944",100,1632
"945",100,1656
"946",100,1796
"947",100,1873
"948",100,1977
"949",100,2062
"950",100,2068
"951",100,2101
"952",100,2124
"953",100,2363
"954",100,2390
"955",100,2403
"956",100,2526
"957",100,2738
"958",101,247
"959",101,327
"960",101,647
"961",101,1733
"962",101,1905
"963",101,2514
"964",101,2935
"965",102,108
"966",102,347
"967",102,1224
"968",102,1247
"969",102,1250
"970",102,1403
"971",102,1549
"972",102,1720
"973",102,1782
"974",102,2165
"975",102,2664
"976",102,2744
"977",102,2777
"978",102,2941
"979",103,125
"980",103,304
"981",103,329
"982",103,341
"983",103,517
"984",103,726
"985",103,789
"986",103,1189
"987",103,1851
"988",103,1948
"989",103,2114
"990",103,2329
"991",103,2530
"992",103,2602
"993",103,2775
"994",103,2847
"995",103,2877
"996",104,233
"997",104,408
"998",104,660
"999",104,662
"1000",104,1321
"1001",104,1407
"1002",104,1612
"1003",104,2161
"1004",104,2543
"1005",104,2597
"1006",104,2741
"1007",104,2844
"1008",104,2863
"1009",105,188
"1010",105,875
"1011",105,887
"1012",105,1124
"1013",105,1137
"1014",105,1425
"1015",105,1457
"1016",105,1610
"1017",105,1727
"1018",105,1806
"1019",105,2066
"1020",105,2122
"1021",105,2173
"1022",105,2255
"1023",105,2339
"1024",105,2667
"1025",105,2864
"1026",106,131
"1027",106,147
"1028",106,228
"1029",106,462
"1030",106,605
"1031",106,684
"1032",106,706
"1033",106,837
"1034",106,953
"1035",106,1807
"1036",106,1949
"1037",106,2059
"1038",106,2253
"1039",106,2312
"1040",106,2515
"1041",106,2788
"1042",106,2942
"1043",107,179
"1044",107,709
"1045",107,899
"1046",107,968
"1047",107,1023
"1048",107,1166
"1049",107,1581
"1050",107,1723
"1051",107,1897
"1052",107,2306
"1053",107,2659
"1054",108,861
"1055",108,1206
"1056",108,1887
"1057",108,1962
"1058",108,1968
"1059",108,2387
"1060",108,2477
"1061",108,2607
"1062",108,2747
"1063",108,2773
"1064",109,273
"1065",109,1558
"1066",109,2056
"1067",109,2563
"1068",109,2602
"1069",109,2745
"1070",109,2884
"1071",110,615
"1072",110,1253
"1073",110,1849
"1074",110,1921
"1075",110,2403
"1076",110,2524
"1077",110,2922
"1078",111,220
"1079",111,229
"1080",111,330
"1081",111,630
"1082",111,638
"1083",111,1176
"1084",111,1406
"1085",111,1566
"1086",111,2118
"1087",111,2636
"1088",111,2970
"1089",112,149
"1090",112,633
"1091",112,701
"1092",112,1032
"1093",112,1377
"1094",112,2357
"1095",112,2367
"1096",112,2421
"1097",112,2475
"1098",112,2521
"1099",112,2662
"1100",112,2788
"1101",112,2959
"1102",113,147
"1103",113,232
"1104",113,261
"1105",113,472
"1106",113,703
"1107",113,938
"1108",113,996
"1109",113,1467
"1110",113,1940
"1111",113,2033
"1112",114,1727
"1113",115,147
"1114",115,408
"1115",115,661
"1116",115,2208
"1117",115,2388
"1118",115,2524
"1119",115,2740
"1120",116,411
"1121",116,468
"1122",116,710
"1123",116,807
"1124",116,1310
"1125",116,1620
"1126",116,2359
"1127",116,2603
"1128",116,2789
"1129",116,2947
"1130",116,2972
"1131",117,512
"1132",117,817
"1133",117,919
"1134",117,1402
"1135",117,1546
"1136",117,1709
"1137",117,2278
"1138",117,2669
"1139",118,144
"1140",118,1022
"1141",118,1146
"1142",118,1300
"1143",118,1382
"1144",118,1633
"1145",118,2087
"1146",118,2529
"1147",118,2660
"1148",119,747
"1149",119,791
"1150",119,1224
"1151",119,1809
"1152",119,2103
"1153",119,2305
"1154",119,2570
"1155",119,2676
"1156",119,2843
"1157",120,645
"1158",120,1163
"1159",120,1227
"1160",120,1240
"1161",120,2466
"1162",120,2610
"1163",120,2961
"1164",121,877
"1165",121,1057
"1166",121,1402
"1167",121,1465
"1168",121,2350
"1169",121,2414
"1170",121,2530
"1171",121,2606
"1172",121,2717
"1173",122,233
"1174",122,411
"1175",122,667
"1176",122,698
"1177",122,1170
"1178",122,2553
"1179",122,2774
"1180",123,513
"1181",123,657
"1182",123,835
"1183",123,1712
"1184",123,1782
"1185",123,1796
"1186",123,2254
"1187",123,2512
"1188",123,2524
"1189",124,1697
"1190",124,1965
"1191",124,2491
"1192",125,703
"1193",125,831
"1194",125,1424
"1195",125,1862
"1196",125,2063
"1197",125,2122
"1198",125,2173
"1199",125,2521
"1200",125,2564
"1201",125,2637
"1202",126,202
"1203",126,856
"1204",126,1433
"1205",126,1675
"1206",126,2364
"1207",126,2413
"1208",126,2636
"1209",127,1076
"1210",127,1463
"1211",127,1615
"1212",127,1624
"1213",127,1634
"1214",127,1895
"1215",127,2540
"1216",127,2908
"1217",128,245
"1218",128,279
"1219",128,629
"1220",128,788
"1221",128,936
"1222",128,1253
"1223",128,1556
"1224",128,1896
"1225",128,2164
"1226",128,2381
"1227",128,2474
"1228",128,2512
"1229",128,2744
"1230",128,2920
"1231",129,136
"1232",129,157
"1233",129,409
"1234",129,634
"1235",129,752
"1236",129,918
"1237",129,1182
"1238",129,1382
"1239",129,1669
"1240",129,1743
"1241",129,1884
"1242",129,2071
"1243",129,2181
"1244",129,2250
"1245",129,2884
"1246",129,2889
"1247",129,2970
"1248",130,854
"1249",130,1619
"1250",130,1713
"1251",130,2758
"1252",130,2898
"1253",131,461
"1254",131,1084
"1255",131,1622
"1256",131,2304
"1257",131,2701
"1258",132,153
"1259",132,193
"1260",132,282
"1261",132,747
"1262",132,1605
"1263",132,1665
"1264",132,1768
"1265",132,2112
"1266",132,2343
"1267",132,2604
"1268",132,2683
"1269",133,199
"1270",133,881
"1271",133,1134
"1272",133,1258
"1273",133,1424
"1274",133,2157
"1275",133,2303
"1276",133,2413
"1277",133,2463
"1278",133,2572
"1279",133,2844
"1280",134,153
"1281",134,285
"1282",134,703
"1283",134,712
"1284",134,844
"1285",134,1262
"1286",134,2307
"1287",134,2416
"1288",134,2793
"1289",135,664
"1290",135,681
"1291",135,1019
"1292",135,1340
"1293",135,2338
"1294",135,2551
"1295",135,2661
"1296",136,814
"1297",136,983
"1298",136,2060
"1299",136,2301
"1300",136,2595
"1301",137,246
"1302",137,311
"1303",137,704
"1304",137,1252
"1305",137,1606
"1306",137,1733
"1307",137,2435
"1308",137,2664
"1309",137,2972
"1310",138,316
"1311",138,690
"1312",138,1020
"1313",138,1301
"1314",138,1548
"1315",138,1572
"1316",138,1578
"1317",138,1582
"1318",138,1630
"1319",138,1809
"1320",138,2410
"1321",138,2963
"1322",139,162
"1323",139,1711
"1324",139,1732
"1325",139,2354
"1326",139,2362
"1327",139,2865
"1328",140,1445
"1329",140,1561
"1330",140,1795
"1331",140,2124
"1332",140,2297
"1333",140,2400
"1334",140,2661
"1335",140,2677
"1336",141,315
"1337",141,655
"1338",141,1753
"1339",141,2044
"1340",142,150
"1341",142,325
"1342",142,878
"1343",142,1121
"1344",142,1614
"1345",142,1793
"1346",142,1807
"1347",142,2092
"1348",142,2120
"1349",142,2131
"1350",142,2786
"1351",142,2934
"1352",143,154
"1353",143,668
"1354",143,705
"1355",143,772
"1356",143,884
"1357",143,1074
"1358",143,1425
"1359",143,1865
"1360",143,1918
"1361",143,2129
"1362",143,2163
"1363",143,2312
"1364",143,2344
"1365",143,2384
"1366",143,2570
"1367",143,2651
"1368",143,2787
"1369",143,2840
"1370",143,2884
"1371",144,236
"1372",144,710
"1373",144,831
"1374",144,861
"1375",144,922
"1376",144,1007
"1377",144,1433
"1378",144,1560
"1379",144,1585
"1380",144,1786
"1381",144,2002
"1382",144,2310
"1383",144,2344
"1384",144,2390
"1385",144,2523
"1386",144,2590
"1387",144,2660
"1388",144,2740
"1389",144,2787
"1390",145,428
"1391",145,491
"1392",145,703
"1393",145,793
"1394",145,851
"1395",145,875
"1396",145,981
"1397",145,1412
"1398",145,1555
"1399",145,1600
"1400",145,1635
"1401",145,1789
"1402",145,2073
"1403",145,2164
"1404",145,2309
"1405",145,2317
"1406",145,2495
"1407",145,2676
"1408",145,2696
"1409",145,2970
"1410",146,641
"1411",146,1163
"1412",146,1415
"1413",146,1462
"1414",146,1656
"1415",146,1691
"1416",146,1720
"1417",146,1784
"1418",146,2034
"1419",146,2064
"1420",146,2089
"1421",146,2107
"1422",146,2171
"1423",146,2254
"1424",146,2258
"1425",146,2294
"1426",146,2378
"1427",146,2389
"1428",146,2559
"1429",146,2593
"1430",146,2769
"1431",146,2967
"1432",147,243
"1433",147,413
"1434",147,934
"1435",147,944
"1436",147,945
"1437",147,991
"1438",147,1470
"1439",147,1556
"1440",147,1782
"1441",147,2120
"1442",147,2246
"1443",147,2334
"1444",147,2371
"1445",147,2528
"1446",147,2660
"1447",147,2745
"1448",147,2861
"1449",147,2909
"1450",147,2934
"1451",147,2958
"1452",148,154
"1453",148,155
"1454",148,190
"1455",148,332
"1456",148,669
"1457",148,795
"1458",148,849
"1459",148,861
"1460",148,874
"1461",148,1055
"1462",148,1192
"1463",148,1272
"1464",148,1464
"1465",148,1469
"1466",148,1603
"1467",148,1621
"1468",148,1854
"1469",148,1867
"1470",148,1986
"1471",148,2031
"1472",148,2126
"1473",148,2189
"1474",148,2250
"1475",148,2651
"1476",148,2794
"1477",149,227
"1478",149,632
"1479",149,678
"1480",149,862
"1481",149,954
"1482",149,1426
"1483",149,1798
"1484",149,1899
"1485",149,1954
"1486",149,2048
"1487",149,2441
"1488",149,2596
"1489",150,157
"1490",150,182
"1491",150,242
"1492",150,282
"1493",150,316
"1494",150,637
"1495",150,884
"1496",150,951
"1497",150,1302
"1498",150,1305
"1499",150,1309
"1500",150,1470
"1501",150,1716
"1502",150,1718
"1503",150,1734
"1504",150,1861
"1505",150,1894
"1506",150,1965
"1507",150,2106
"1508",150,2646
"1509",150,2792
"1510",150,2872
"1511",151,209
"1512",151,233
"1513",151,513
"1514",151,683
"1515",151,689
"1516",151,746
"1517",151,1226
"1518",151,1550
"1519",151,1712
"1520",151,1857
"1521",151,2093
"1522",151,2815
"1523",152,694
"1524",152,839
"1525",152,848
"1526",152,963
"1527",152,1022
"1528",152,1562
"1529",152,1565
"1530",152,2325
"1531",152,2345
"1532",152,2662
"1533",152,2976
"1534",153,248
"1535",153,295
"1536",153,312
"1537",153,643
"1538",153,665
"1539",153,670
"1540",153,1276
"1541",153,1403
"1542",153,1422
"1543",153,1630
"1544",153,2124
"1545",153,2335
"1546",153,2423
"1547",153,2739
"1548",153,2864
"1549",154,319
"1550",154,346
"1551",154,392
"1552",154,729
"1553",154,980
"1554",154,995
"1555",154,1021
"1556",154,1139
"1557",154,1349
"1558",154,1407
"1559",154,1612
"1560",154,2129
"1561",154,2132
"1562",154,2222
"1563",154,2343
"1564",154,2359
"1565",154,2860
"1566",154,2955
"1567",155,197
"1568",155,198
"1569",155,1005
"1570",155,1057
"1571",155,1212
"1572",155,1400
"1573",155,1544
"1574",155,1547
"1575",155,1566
"1576",155,1685
"1577",155,1851
"1578",155,2097
"1579",155,2338
"1580",155,2389
"1581",155,2705
"1582",155,2884
"1583",155,2894
"1584",156,343
"1585",156,1019
"1586",156,1059
"1587",156,1099
"1588",156,1241
"1589",156,1302
"1590",156,1407
"1591",156,1442
"1592",156,1736
"1593",156,1966
"1594",156,2017
"1595",156,2072
"1596",156,2231
"1597",156,2298
"1598",156,2351
"1599",156,2804
"1600",156,2812
"1601",156,2860
"1602",156,2955
"1603",156,2973
"1604",157,339
"1605",157,665
"1606",157,917
"1607",157,1005
"1608",157,1078
"1609",157,1214
"1610",157,1289
"1611",157,1385
"1612",157,1409
"1613",157,1555
"1614",157,1624
"1615",157,1713
"1616",157,1729
"1617",157,1740
"1618",157,1806
"1619",157,1809
"1620",157,1856
"1621",157,1907
"1622",157,1960
"1623",157,2470
"1624",157,2530
"1625",157,2599
"1626",157,2852
"1627",157,2901
"1628",158,159
"1629",158,169
"1630",158,284
"1631",158,339
"1632",158,459
"1633",158,646
"1634",158,693
"1635",158,712
"1636",158,745
"1637",158,1248
"1638",158,1503
"1639",158,1630
"1640",158,1886
"1641",158,2167
"1642",158,2438
"1643",158,2534
"1644",158,2740
"1645",158,2876
"1646",158,2877
"1647",158,2896
"1648",158,2901
"1649",158,2904
"1650",158,2955
"1651",158,2976
"1652",158,2977
"1653",159,248
"1654",159,639
"1655",159,953
"1656",159,1004
"1657",159,1017
"1658",159,1124
"1659",159,1310
"1660",159,1313
"1661",159,1344
"1662",159,1522
"1663",159,1643
"1664",159,1730
"1665",159,1836
"1666",159,1953
"1667",159,2047
"1668",159,2494
"1669",159,2533
"1670",159,2746
"1671",159,2768
"1672",159,2859
"1673",159,2862
"1674",159,2887
"1675",159,2897
"1676",159,2898
"1677",159,2911
"1678",160,237
"1679",160,460
"1680",160,634
"1681",160,995
"1682",160,1014
"1683",160,1065
"1684",160,1124
"1685",160,1135
"1686",160,1142
"1687",160,1256
"1688",160,1259
"1689",160,1400
"1690",160,1587
"1691",160,1597
"1692",160,1726
"1693",160,1882
"1694",160,1896
"1695",160,2385
"1696",160,2474
"1697",160,2498
"1698",160,2515
"1699",160,2692
"1700",160,2785
"1701",160,2840
"1702",160,2977
"1703",161,267
"1704",161,288
"1705",161,408
"1706",161,633
"1707",161,657
"1708",161,817
"1709",161,896
"1710",161,952
"1711",161,1255
"1712",161,1560
"1713",161,1586
"1714",161,1591
"1715",161,2045
"1716",161,2066
"1717",161,2171
"1718",161,2257
"1719",161,2272
