"","V1","V2"
"225",37,2731
"226",38,494
"227",40,412
"228",40,2125
"229",40,2185
"230",40,2208
"231",40,2320
"232",40,2459
"233",41,2519
"234",42,2047
"235",43,363
"236",43,524
"237",43,2224
"238",44,61
"239",45,406
"240",45,883
"241",45,2214
"242",46,1876
"243",47,244
"244",47,518
"245",47,900
"246",47,1232
"247",47,1362
"248",47,1521
"249",47,1670
"250",47,1790
"251",47,2124
"252",47,2214
"253",47,2254
"254",48,715
"255",48,1626
"256",49,922
"257",49,1554
"258",49,2519
"259",50,58
"260",50,100
"261",50,157
"262",50,821
"263",50,868
"264",50,1023
"265",50,1098
"266",50,1137
"267",50,1258
"268",50,1295
"269",50,1302
"270",50,1328
"271",50,1443
"272",50,1469
"273",50,1619
"274",50,1624
"275",50,1805
"276",50,1864
"277",50,2074
"278",50,2170
"279",50,2173
"280",50,2312
"281",50,2527
"282",50,2587
"283",50,2594
"284",50,2690
"285",50,2699
"286",50,2750
"287",50,2885
"288",51,81
"289",51,96
"290",51,282
"291",51,329
"292",51,952
"293",51,1287
"294",51,1422
"295",51,1431
"296",51,1468
"297",51,1589
"298",51,2214
"299",51,2302
"300",51,2339
"301",51,2419
"302",51,2526
"303",51,2740
"304",51,2856
"305",51,2914
"306",52,141
"307",52,235
"308",52,243
"309",52,247
"310",52,345
"311",52,446
"312",52,664
"313",52,842
"314",52,848
"315",52,874
"316",52,912
"317",52,1099
"318",52,1227
"319",52,1563
"320",52,1732
"321",52,1798
"322",52,1908
"323",52,2030
"324",52,2059
"325",52,2291
"326",52,2306
"327",52,2417
"328",52,2646
"329",52,2659
"330",52,2810
"331",52,2820
"332",52,2880
"333",53,410
"334",53,471
"335",53,712
"336",53,769
"337",53,858
"338",53,942
"339",53,1384
"340",53,1402
"341",53,1548
"342",53,1718
"343",53,1919
"344",53,1949
"345",53,2163
"346",53,2209
"347",53,2248
"348",53,2332
"349",53,2422
"350",53,2597
"351",53,2697
"352",53,2717
"353",54,245
"354",54,281
"355",54,842
"356",54,870
"357",54,879
"358",54,882
"359",54,884
"360",54,927
"361",54,1098
"362",54,1121
"363",54,1136
"364",54,1669
"365",54,1739
"366",54,1741
"367",54,2304
"368",54,2332
"369",54,2346
"370",54,2410
"371",54,2521
"372",54,2595
"373",54,2600
"374",54,2742
"375",54,2798
"376",54,2850
"377",54,2954
"378",54,2973
"379",55,300
"380",55,834
"381",55,964
"382",55,1433
"383",55,1669
"384",55,2161
"385",55,2284
"386",55,2680
"387",56,116
"388",56,248
"389",56,337
"390",56,446
"391",56,474
"392",56,638
"393",56,1557
"394",56,2369
"395",56,2388
"396",56,2595
"397",56,2706
"398",56,2835
"399",56,2846
"400",56,2959
"401",57,226
"402",57,403
"403",57,956
"404",57,1262
"405",57,1631
"406",58,475
"407",58,865
"408",58,1019
"409",58,1387
"410",58,2040
"411",58,2366
"412",58,2367
"413",58,2391
"414",58,2409
"415",59,351
"416",59,454
"417",59,1369
"418",59,2237
"419",59,2350
"420",59,2366
"421",59,2609
"422",60,63
"423",60,265
"424",60,693
"425",60,722
"426",60,884
"427",60,1296
"428",60,1301
"429",60,2042
"430",60,2312
"431",60,2319
"432",60,2593
"433",60,2614
"434",60,2615
"435",60,2870
"436",61,71
"437",61,76
"438",61,83
"439",61,108
"440",61,671
"441",61,743
"442",61,1126
"443",61,1168
"444",61,1272
"445",61,1674
"446",61,2029
"447",61,2510
"448",61,2580
"449",62,313
"450",62,314
"451",62,322
"452",62,1305
"453",62,1934
"454",62,1959
"455",62,2417
"456",62,2455
"457",62,2474
"458",62,2765
"459",62,2791
"460",62,2844
"461",62,2978
"462",63,300
"463",63,315
"464",63,875
"465",63,1263
"466",63,1293
"467",63,1500
"468",63,1511
"469",63,1535
"470",63,2219
"471",63,2251
"472",63,2415
"473",63,2587
"474",63,2676
"475",64,167
"476",64,282
"477",64,301
"478",64,948
"479",64,1020
"480",64,1079
"481",64,1324
"482",64,1369
"483",64,2071
"484",64,2247
"485",64,2278
"486",64,2283
"487",64,2415
"488",64,2481
"489",64,2576
"490",64,2674
"491",65,164
"492",65,397
"493",65,765
"494",65,950
"495",65,1073
"496",65,1338
"497",65,1550
"498",65,1619
"499",65,1849
"500",65,1955
"501",65,2366
"502",65,2603
"503",65,2741
"504",65,2816
"505",66,157
"506",66,232
"507",66,1126
"508",66,1251
"509",66,1728
"510",66,1799
"511",66,1852
"512",66,1947
"513",66,2052
"514",66,2711
"515",66,2714
"516",66,2781
"517",66,2978
"518",67,396
"519",67,525
"520",67,843
"521",67,968
"522",67,1003
"523",67,1371
"524",67,1749
"525",67,2038
"526",67,2413
"527",67,2807
"528",68,229
"529",68,246
"530",68,462
"531",68,1587
"532",68,2244
"533",68,2420
"534",68,2929
"535",68,2945
"536",69,143
"537",69,179
"538",69,297
"539",69,399
"540",69,2052
"541",69,2254
"542",69,2261
"543",69,2289
"544",69,2926
"545",69,2963
"546",70,314
"547",70,723
"548",70,759
"549",70,1448
"550",70,1555
"551",70,2340
"552",70,2345
"553",70,2428
"554",70,2592
"555",70,2595
"556",71,98
"557",71,189
"558",71,702
"559",71,1561
"560",71,1710
"561",71,2212
"562",72,94
"563",72,260
"564",72,684
"565",72,747
"566",72,970
"567",72,1277
"568",72,1781
"569",72,2250
"570",72,2561
"571",73,155
"572",73,180
"573",73,310
"574",73,1301
"575",73,1778
"576",73,1949
"577",73,2039
"578",73,2041
"579",73,2054
"580",73,2394
"581",73,2864
"582",73,2975
"583",74,85
"584",74,813
"585",74,1571
"586",74,1585
"587",74,1699
"588",74,2331
"589",74,2857
"590",74,2940
"591",75,88
"592",75,139
"593",75,462
"594",75,866
"595",75,2390
"596",75,2849
"597",76,872
"598",76,1134
"599",76,2041
"600",76,2390
"601",76,2613
"602",76,2674
"603",76,2859
"604",76,2932
"605",76,2942
"606",77,235
"607",77,312
"608",77,428
"609",77,608
"610",77,673
"611",77,725
"612",77,810
"613",77,815
"614",77,1285
"615",77,1782
"616",77,1868
"617",77,2098
"618",77,2182
"619",77,2240
"620",77,2648
"621",78,101
"622",78,371
"623",78,1257
"624",78,1774
"625",78,1946
"626",78,2088
"627",78,2431
"628",78,2842
"629",78,2935
"630",79,512
"631",79,697
"632",79,878
"633",79,1063
"634",79,1134
"635",79,1582
"636",79,1793
"637",79,2039
"638",79,2070
"639",79,2545
"640",79,2561
"641",80,238
"642",80,867
"643",80,1074
"644",80,1415
"645",80,1443
"646",80,1562
"647",80,2126
"648",80,2233
"649",80,2234
"650",80,2247
"651",80,2330
"652",80,2783
"653",80,2949
"654",81,818
"655",81,897
"656",81,1284
"657",81,1547
"658",81,1784
"659",81,1797
"660",81,2345
"661",81,2638
"662",81,2713
"663",82,148
"664",82,278
"665",82,307
"666",82,650
"667",82,725
"668",82,953
"669",82,1309
"670",82,1403
"671",82,1412
"672",82,2286
"673",82,2390
"674",82,2829
"675",82,2830
"676",83,87
"677",83,298
"678",83,302
"679",83,798
"680",83,817
"681",83,1214
"682",83,1287
"683",83,1590
"684",83,1960
"685",83,2270
"686",83,2475
"687",84,1291
"688",84,1310
"689",84,1427
"690",84,1483
"691",84,1560
"692",84,1590
"693",84,1622
"694",84,1776
"695",84,1909
"696",84,1961
"697",84,1994
"698",84,2923
"699",84,2967
"700",85,126
"701",85,203
"702",85,1040
"703",85,1369
"704",85,1554
"705",85,1613
"706",85,1857
"707",85,2065
"708",85,2067
"709",85,2114
"710",85,2799
"711",86,345
"712",86,680
"713",86,747
"714",86,850
"715",86,954
"716",86,1388
"717",86,2048
"718",86,2129
"719",86,2143
"720",86,2239
"721",86,2264
"722",86,2571
"723",87,678
"724",87,723
"725",87,828
"726",87,1018
"727",87,1854
"728",87,2246
"729",87,2255
"730",87,2331
"731",87,2363
"732",87,2403
"733",87,2513
"734",87,2625
"735",87,2662
"736",87,2944
"737",88,115
"738",88,412
"739",88,529
"740",88,765
"741",88,837
"742",88,1238
"743",88,1410
"744",88,1458
"745",88,2171
"746",88,2382
"747",89,298
"748",89,745
"749",89,967
"750",89,990
"751",89,1297
"752",89,1373
"753",89,1585
"754",89,2274
"755",89,2297
"756",89,2647
"757",89,2677
"758",89,2715
"759",89,2873
"760",89,2944
"761",90,169
"762",90,291
"763",90,795
"764",90,1094
"765",90,1158
"766",90,1363
"767",90,1728
"768",90,1895
"769",90,2068
"770",90,2584
"771",91,239
"772",91,438
"773",91,677
"774",91,1581
"775",91,1607
"776",91,1740
"777",91,1809
"778",91,2345
"779",91,2356
"780",91,2743
"781",91,2841
"782",91,2866
"783",92,156
"784",92,192
"785",92,653
"786",92,709
"787",92,844
"788",92,867
"789",92,1004
"790",92,1094
"791",92,1354
"792",92,1426
"793",92,1545
"794",92,1556
"795",92,1892
"796",92,1904
"797",92,1984
"798",92,2068
"799",92,2116
"800",92,2126
"801",92,2323
"802",92,2356
"803",92,2631
"804",92,2647
"805",92,2841
"806",93,137
"807",93,473
"808",93,937
"809",93,1005
"810",93,1007
"811",93,1061
"812",93,1432
"813",93,1494
"814",93,1551
"815",93,1735
"816",93,1859
"817",93,1893
"818",93,2355
"819",93,2425
"820",93,2512
"821",93,2739
"822",94,229
"823",94,243
"824",94,278
"825",94,411
"826",94,446
"827",94,535
"828",94,636
"829",94,665
"830",94,706
"831",94,1120
"832",94,1247
"833",94,1323
"834",94,1358
"835",94,1803
"836",94,1850
"837",94,1868
"838",94,1877
"839",94,2084
"840",94,2118
"841",94,2326
"842",94,2558
"843",94,2603
"844",94,2637
"845",94,2864
"846",94,2873
"847",95,165
"848",95,284
"849",95,661
"850",95,744
"851",95,838
"852",95,935
"853",95,952
"854",95,2048
"855",95,2104
"856",95,2105
"857",95,2265
"858",95,2340
"859",95,2386
"860",95,2390
"861",95,2589
"862",95,2662
"863",96,282
"864",96,345
"865",96,410
"866",96,780
"867",96,785
"868",96,950
"869",96,1074
"870",96,1158
"871",96,1211
"872",96,1726
"873",96,1736
"874",96,2390
"875",96,2395
"876",96,2526
"877",96,2718
"878",96,2921
"879",96,2930
"880",97,284
"881",97,332
"882",97,333
"883",97,517
"884",97,902
"885",97,969
"886",97,1405
"887",97,1548
"888",97,1711
"889",97,1712
"890",97,2033
"891",97,2073
"892",97,2074
"893",97,2337
"894",97,2340
"895",97,2392
"896",97,2610
"897",98,284
"898",98,824
"899",98,850
"900",98,877
"901",98,967
"902",98,1056
"903",98,1322
"904",98,1328
"905",98,1431
"906",98,1465
"907",98,1767
"908",98,1874
"909",98,1894
"910",98,2334
"911",98,2520
"912",98,2778
"913",98,2820
"914",99,168
"915",99,187
"916",99,656
"917",99,949
"918",99,1008
"919",99,1405
"920",99,1422
"921",99,1472
"922",99,1548
"923",99,1566
"924",99,1602
"925",99,2064
"926",99,2105
"927",99,2238
"928",99,2278
"929",99,2395
"930",99,2624
"931",99,2839
"932",99,2947
"933",100,1453
"934",100,1560
"935",100,1858
"936",100,2328
"937",100,2513
"938",100,2583
"939",100,2592
"940",100,2818
"941",100,2970
"942",101,364
"943",101,396
"944",101,557
"945",101,677
"946",101,711
"947",101,943
"948",101,956
"949",101,1051
"950",101,1388
"951",101,1433
"952",101,1774
"953",101,1860
"954",101,2346
"955",101,2603
"956",101,2650
"957",101,2787
"958",101,2844
"959",102,623
"960",102,710
"961",102,842
"962",102,949
"963",102,1138
"964",102,1257
"965",102,1334
"966",102,1601
"967",102,1602
"968",102,2074
"969",102,2125
"970",102,2155
"971",102,2332
"972",102,2415
"973",102,2427
"974",102,2625
"975",102,2687
"976",103,668
"977",103,855
"978",103,1561
"979",103,1722
"980",103,1987
"981",103,2115
"982",103,2322
"983",103,2386
"984",103,2424
"985",103,2474
"986",103,2476
"987",103,2536
"988",103,2828
"989",104,335
"990",104,755
"991",104,843
"992",104,1029
"993",104,1059
"994",104,1204
"995",104,1248
"996",104,1606
"997",104,1716
"998",104,1725
"999",104,2112
"1000",104,2125
"1001",104,2127
"1002",104,2290
"1003",104,2331
"1004",104,2338
"1005",104,2529
"1006",104,2536
"1007",104,2598
"1008",104,2706
"1009",105,211
"1010",105,846
"1011",105,923
"1012",105,1289
"1013",105,1608
"1014",105,1803
"1015",105,1865
"1016",105,1868
"1017",105,1907
"1018",105,2056
"1019",105,2067
"1020",105,2172
"1021",105,2250
"1022",105,2402
"1023",105,2594
"1024",105,2624
"1025",105,2807
"1026",105,2909
"1027",105,2932
"1028",106,842
"1029",106,852
"1030",106,876
"1031",106,1179
"1032",106,1345
"1033",106,1390
"1034",106,1740
"1035",106,1805
"1036",106,2146
"1037",106,2306
"1038",106,2402
"1039",106,2424
"1040",106,2550
"1041",106,2598
"1042",106,2882
"1043",106,2976
"1044",107,199
"1045",107,704
"1046",107,1400
"1047",107,2288
"1048",107,2477
"1049",107,2602
"1050",107,2972
"1051",108,175
"1052",108,690
"1053",108,745
"1054",108,1143
"1055",108,1420
"1056",108,1568
"1057",108,1674
"1058",108,1734
"1059",108,2030
"1060",108,2174
"1061",108,2526
"1062",108,2874
"1063",109,515
"1064",109,1058
"1065",109,1259
"1066",109,1339
"1067",109,1672
"1068",109,2039
"1069",109,2514
"1070",109,2726
"1071",109,2799
"1072",109,2846
"1073",110,898
"1074",110,1136
"1075",110,1919
"1076",110,2268
"1077",111,199
"1078",111,657
"1079",111,659
"1080",111,689
"1081",111,1100
"1082",111,1136
"1083",111,1318
"1084",111,1322
"1085",111,1420
"1086",111,1653
"1087",111,2103
"1088",111,2199
"1089",111,2328
"1090",111,2344
"1091",111,2609
"1092",111,2958
"1093",112,167
"1094",112,912
"1095",112,1442
"1096",112,1712
"1097",112,2386
"1098",112,2957
"1099",113,824
"1100",113,1323
"1101",113,1958
"1102",113,2219
"1103",113,2311
"1104",113,2355
"1105",113,2970
"1106",114,284
"1107",114,665
"1108",114,1877
"1109",114,2061
"1110",114,2787
"1111",114,2956
"1112",115,241
"1113",115,886
"1114",115,918
"1115",115,936
"1116",115,1427
"1117",115,1465
"1118",115,2340
"1119",115,2341
"1120",115,2415
"1121",115,2561
"1122",115,2597
"1123",115,2970
"1124",116,2029
"1125",116,2243
"1126",116,2422
"1127",116,2586
"1128",117,1430
"1129",117,1864
"1130",117,2297
"1131",117,2561
"1132",117,2843
"1133",118,641
"1134",118,849
"1135",118,2129
"1136",118,2210
"1137",118,2376
"1138",119,2859
"1139",120,623
"1140",120,1791
"1141",120,1952
"1142",120,2073
"1143",120,2466
"1144",120,2595
"1145",120,2833
"1146",121,382
"1147",121,410
"1148",121,475
"1149",121,887
"1150",121,1990
"1151",121,2109
"1152",121,2411
"1153",121,2564
"1154",121,2777
"1155",121,2839
"1156",122,180
"1157",122,328
"1158",122,1598
"1159",122,1614
"1160",122,2610
"1161",122,2772
"1162",123,133
"1163",123,409
"1164",123,847
"1165",123,886
"1166",123,1065
"1167",123,1698
"1168",123,2285
"1169",123,2286
"1170",123,2439
"1171",123,2466
"1172",123,2468
"1173",123,2479
"1174",123,2920
"1175",124,189
"1176",124,629
"1177",124,664
"1178",124,2251
"1179",125,692
"1180",125,1719
"1181",125,1740
"1182",125,2326
"1183",125,2417
"1184",125,2961
"1185",126,220
"1186",126,825
"1187",126,1204
"1188",126,2725
"1189",126,2958
"1190",127,409
"1191",127,1255
"1192",127,1464
"1193",127,1468
"1194",127,1739
"1195",127,2529
"1196",127,2644
"1197",128,248
"1198",128,640
"1199",128,642
"1200",128,704
"1201",128,716
"1202",128,1139
"1203",128,1381
"1204",128,1645
"1205",128,1668
"1206",128,2327
"1207",128,2458
"1208",128,2956
"1209",128,2975
"1210",129,246
"1211",129,287
"1212",129,510
"1213",129,707
"1214",129,1013
"1215",129,2256
"1216",129,2468
"1217",129,2808
"1218",129,2898
"1219",129,2950
"1220",130,1192
"1221",130,1202
"1222",130,1341
"1223",130,1479
"1224",130,1707
"1225",130,2977
"1226",131,157
"1227",131,460
"1228",131,1259
"1229",131,1316
"1230",131,1325
"1231",131,1450
"1232",131,1738
"1233",131,1903
"1234",131,2471
"1235",131,2481
"1236",131,2864
"1237",132,237
"1238",132,547
"1239",132,707
"1240",132,1006
"1241",132,1436
"1242",132,1467
"1243",132,1721
"1244",132,1737
"1245",132,2424
"1246",132,2652
"1247",132,2843
"1248",132,2870
"1249",133,289
"1250",133,409
"1251",133,639
"1252",133,689
"1253",133,707
"1254",133,1251
"1255",133,1409
"1256",133,1940
"1257",133,2129
"1258",133,2474
"1259",133,2911
"1260",134,694
"1261",134,875
"1262",134,970
"1263",134,1619
"1264",134,1709
"1265",134,2172
"1266",134,2308
"1267",134,2322
"1268",134,2466
"1269",134,2660
"1270",134,2742
"1271",134,2789
"1272",135,512
"1273",135,664
"1274",135,706
"1275",135,710
"1276",135,870
"1277",135,1467
"1278",135,1602
"1279",135,1708
"1280",135,2132
"1281",135,2865
"1282",136,343
"1283",136,1018
"1284",136,1244
"1285",136,1603
"1286",136,1865
"1287",136,1979
"1288",136,2059
"1289",136,2062
"1290",136,2124
"1291",136,2574
"1292",136,2865
"1293",137,209
"1294",137,235
"1295",137,712
"1296",137,1005
"1297",137,1274
"1298",137,1318
"1299",137,1332
"1300",137,1432
"1301",137,1861
"1302",137,2133
"1303",137,2170
"1304",137,2315
"1305",137,2359
"1306",137,2419
"1307",137,2671
"1308",137,2747
"1309",138,1336
"1310",138,1630
"1311",138,2249
"1312",138,2649
"1313",139,151
"1314",139,230
"1315",139,743
"1316",139,1266
"1317",139,2127
"1318",139,2178
"1319",139,2355
"1320",139,2426
"1321",139,2764
"1322",139,2785
"1323",140,149
"1324",140,182
"1325",140,241
"1326",140,898
"1327",140,944
"1328",140,1428
"1329",140,1626
"1330",140,2070
"1331",140,2072
"1332",140,2266
"1333",140,2781
"1334",141,412
"1335",141,1098
"1336",141,1408
"1337",141,1428
"1338",141,1466
"1339",141,1821
"1340",141,1909
"1341",141,2342
"1342",141,2806
"1343",142,211
"1344",142,285
"1345",142,409
"1346",142,411
"1347",142,653
"1348",142,863
"1349",142,910
"1350",142,1405
"1351",142,1671
"1352",142,1802
"1353",142,1856
"1354",142,2534
"1355",142,2811
"1356",142,2969
"1357",143,433
"1358",143,696
"1359",143,747
"1360",143,848
"1361",143,849
"1362",143,1005
"1363",143,1019
"1364",143,1078
"1365",143,1134
"1366",143,1168
"1367",143,1255
"1368",143,1407
"1369",143,1863
"1370",143,1920
"1371",143,2023
"1372",143,2061
"1373",143,2123
"1374",143,2741
"1375",143,2820
"1376",144,176
"1377",144,642
"1378",144,646
"1379",144,663
"1380",144,702
"1381",144,935
"1382",144,962
"1383",144,1070
"1384",144,1170
"1385",144,1346
"1386",144,1737
"1387",144,1739
"1388",144,1858
"1389",144,1887
"1390",144,2113
"1391",144,2126
"1392",144,2291
"1393",144,2363
"1394",144,2865
"1395",144,2879
"1396",144,2898
"1397",145,186
"1398",145,598
"1399",145,681
"1400",145,1405
"1401",145,1553
"1402",145,1599
"1403",145,1717
"1404",145,1722
"1405",145,2258
"1406",145,2701
"1407",145,2754
"1408",145,2778
"1409",145,2788
"1410",146,150
"1411",146,188
"1412",146,409
"1413",146,910
"1414",146,928
"1415",146,951
"1416",146,1064
"1417",146,1280
"1418",146,1556
"1419",146,1610
"1420",146,2138
"1421",146,2278
"1422",146,2285
"1423",146,2314
"1424",146,2473
"1425",146,2563
"1426",147,233
"1427",147,632
"1428",147,706
"1429",147,880
"1430",147,945
"1431",147,1278
"1432",147,1315
"1433",147,1326
"1434",147,1719
"1435",147,1774
"1436",147,2055
"1437",147,2111
"1438",147,2366
"1439",147,2592
"1440",147,2604
"1441",147,2785
"1442",147,2834
"1443",147,2886
"1444",148,403
"1445",148,453
"1446",148,656
"1447",148,868
"1448",148,1022
"1449",148,1135
"1450",148,1951
"1451",148,2108
"1452",148,2110
"1453",148,2111
"1454",148,2120
"1455",148,2338
"1456",148,2413
"1457",148,2483
"1458",148,2515
"1459",148,2711
"1460",148,2717
"1461",149,284
"1462",149,708
"1463",149,852
"1464",149,1152
"1465",149,1556
"1466",149,1775
"1467",149,1789
"1468",149,2063
"1469",149,2440
"1470",149,2521
"1471",149,2604
"1472",149,2784
"1473",149,2785
"1474",149,2808
"1475",149,2856
"1476",149,2864
"1477",149,2876
"1478",149,2925
"1479",150,189
"1480",150,229
"1481",150,238
"1482",150,466
"1483",150,827
"1484",150,1054
"1485",150,1273
"1486",150,1381
"1487",150,1617
"1488",150,1808
"1489",150,1874
"1490",150,2070
"1491",150,2104
"1492",150,2518
"1493",150,2877
"1494",151,212
"1495",151,282
"1496",151,347
"1497",151,558
"1498",151,706
"1499",151,953
"1500",151,1005
"1501",151,1254
"1502",151,1395
"1503",151,1447
"1504",151,1586
"1505",151,1859
"1506",151,1885
"1507",151,1942
"1508",151,2038
"1509",151,2064
"1510",151,2106
"1511",151,2120
"1512",151,2271
"1513",151,2336
"1514",151,2393
"1515",151,2394
"1516",151,2450
"1517",151,2529
"1518",151,2953
"1519",152,229
"1520",152,235
"1521",152,778
"1522",152,888
"1523",152,951
"1524",152,968
"1525",152,1323
"1526",152,1394
"1527",152,1734
"1528",152,1972
"1529",152,2207
"1530",152,2525
"1531",152,2648
"1532",152,2662
"1533",152,2710
"1534",152,2757
"1535",153,168
"1536",153,172
"1537",153,338
"1538",153,510
"1539",153,930
"1540",153,1280
"1541",153,1325
"1542",153,1723
"1543",153,1802
"1544",153,1863
"1545",153,2062
"1546",153,2232
"1547",153,2713
"1548",153,2790
"1549",154,235
"1550",154,342
"1551",154,409
"1552",154,1136
"1553",154,1466
"1554",154,1555
"1555",154,1629
"1556",154,1655
"1557",154,2032
"1558",154,2054
"1559",154,2131
"1560",154,2350
"1561",154,2440
"1562",154,2466
"1563",154,2470
"1564",154,2805
"1565",155,213
"1566",155,321
"1567",155,602
"1568",155,676
"1569",155,707
"1570",155,1943
"1571",155,2213
"1572",155,2400
"1573",155,2492
"1574",155,2666
"1575",155,2704
"1576",155,2853
"1577",155,2876
"1578",155,2878
"1579",155,2892
"1580",156,180
"1581",156,744
"1582",156,912
"1583",156,1039
"1584",156,1259
"1585",156,1343
"1586",156,1405
"1587",156,1624
"1588",156,1805
"1589",156,1856
"1590",156,2050
"1591",156,2130
"1592",156,2376
"1593",156,2600
"1594",156,2644
"1595",156,2729
"1596",157,309
"1597",157,339
"1598",157,1114
"1599",157,1129
"1600",157,1249
"1601",157,1250
"1602",157,1311
"1603",157,1445
"1604",157,1470
"1605",157,1624
"1606",157,1666
"1607",157,1889
"1608",157,2124
"1609",157,2136
"1610",157,2335
"1611",157,2381
"1612",157,2412
"1613",157,2753
"1614",157,2769
"1615",157,2774
"1616",157,2831
"1617",157,2947
"1618",158,722
"1619",158,964
"1620",158,1008
"1621",158,1019
"1622",158,1091
"1623",158,1274
"1624",158,1470
"1625",158,1551
"1626",158,1584
"1627",158,1715
"1628",158,1739
"1629",158,1879
"1630",158,1898
"1631",158,2031
"1632",158,2063
"1633",158,2313
"1634",158,2351
"1635",158,2601
"1636",158,2653
"1637",158,2801
"1638",158,2841
"1639",158,2853
"1640",158,2869
"1641",158,2901
"1642",159,160
"1643",159,296
"1644",159,340
"1645",159,341
"1646",159,344
"1647",159,442
"1648",159,462
"1649",159,638
"1650",159,639
"1651",159,705
"1652",159,880
"1653",159,918
"1654",159,944
"1655",159,1005
"1656",159,1196
"1657",159,1466
"1658",159,1884
"1659",159,1890
"1660",159,2028
"1661",159,2056
"1662",159,2311
"1663",159,2384
"1664",159,2490
"1665",159,2513
"1666",159,2870
"1667",159,2873
"1668",159,2978
"1669",160,642
"1670",160,969
"1671",160,982
"1672",160,1095
"1673",160,1121
"1674",160,1459
"1675",160,1505
"1676",160,1772
"1677",160,1865
"1678",160,1893
"1679",160,1901
"1680",160,2047
"1681",160,2063
"1682",160,2249
"1683",160,2708
"1684",160,2865
"1685",160,2889
"1686",160,2894
"1687",160,2918
"1688",161,167
"1689",161,286
"1690",161,513
"1691",161,647
"1692",161,866
"1693",161,951
"1694",161,969
"1695",161,1016
"1696",161,1268
"1697",161,1445
"1698",161,1458
"1699",161,1470
"1700",161,1883
"1701",161,1927
"1702",161,2064
"1703",161,2341
"1704",161,2446
"1705",161,2790
"1706",161,2894
"1707",161,2978
"1708",162,243
"1709",162,895
"1710",162,1154
"1711",162,1250
"1712",162,1607
"1713",162,2085
"1714",163,442
"1715",163,846
"1716",163,1167
"1717",163,1524
"1718",163,1864
"1719",163,1867
"1720",163,2282
