,node,treat,degree,size_comm_tr,size_comm_no_tr,old_label,type_comm_tr,type_comm_no_tr
93,94,NoTr,26,2478,2577,151,large,large
94,95,Tr,15,2478,2577,1357,large,large
95,96,NoTr,10,2478,2577,938,large,large
96,97,Tr,7,2478,2577,803,large,large
97,98,NoTr,5,2478,2577,2698,large,large
98,99,Tr,6,2478,2577,1100,large,large
99,100,Tr,28,2478,2577,569,large,large
100,101,NoTr,13,2478,2577,1082,large,large
101,102,NoTr,20,2478,2577,899,large,large
102,103,Tr,22,2478,2577,725,large,large
103,104,NoTr,8,2478,2577,8,large,large
104,105,Tr,3,2,2577,9,small,large
105,106,NoTr,9,2478,2577,10,large,large
106,107,NoTr,9,2478,2577,12,large,large
107,108,Tr,12,2478,2577,13,large,large
108,109,Tr,8,2478,2577,14,large,large
109,110,NoTr,29,2478,2577,15,large,large
110,111,NoTr,3,2478,2577,16,large,large
111,112,Tr,6,2,2577,1513,small,large
112,113,NoTr,14,2478,2577,1514,large,large
113,114,NoTr,30,2478,2577,654,large,large
114,115,NoTr,15,2478,2577,131,large,large
115,116,NoTr,4,2478,2577,1532,large,large
116,117,NoTr,12,2478,2577,1533,large,large
117,118,NoTr,11,2478,2577,1534,large,large
118,119,NoTr,34,2478,2577,640,large,large
119,120,NoTr,11,2478,2577,1799,large,large
120,121,NoTr,12,2478,2577,93,large,large
121,122,Tr,19,2478,2577,1596,large,large
122,123,NoTr,4,2478,2577,2240,large,large
123,124,NoTr,10,2478,2577,2241,large,large
124,125,Tr,16,2478,2577,690,large,large
125,126,NoTr,6,2478,2577,134,large,large
126,127,Tr,11,2478,2577,1834,large,large
127,128,NoTr,11,2478,2577,1265,large,large
128,129,NoTr,6,2478,2577,1999,large,large
129,130,NoTr,6,2478,2577,2877,large,large
130,131,NoTr,20,2478,2577,117,large,large
131,132,NoTr,13,2478,2577,201,large,large
132,133,NoTr,21,2478,2577,883,large,large
133,134,Tr,24,2478,2577,1225,large,large
134,135,NoTr,12,2478,2577,321,large,large
135,136,NoTr,13,2478,2577,2085,large,large
136,137,Tr,7,2478,2577,1259,large,large
137,138,NoTr,7,2478,2577,1979,large,large
138,139,NoTr,12,2478,2577,1380,large,large
139,140,NoTr,23,2478,2577,344,large,large
140,141,NoTr,11,2478,2577,1544,large,large
141,142,Tr,26,2478,2577,78,large,large
142,143,Tr,22,2478,2577,179,large,large
143,144,NoTr,7,2478,2577,1021,large,large
144,145,NoTr,19,2478,2577,916,large,large
145,146,Tr,8,2478,2577,1577,large,large
146,147,Tr,21,2478,2577,2374,large,large
147,148,NoTr,21,2478,2577,310,large,large
148,149,NoTr,17,2478,2577,815,large,large
149,150,NoTr,5,2478,2577,2038,large,large
150,151,NoTr,11,2478,2577,924,large,large
151,152,NoTr,17,2478,2577,187,large,large
152,153,NoTr,7,2478,2577,661,large,large
153,154,NoTr,8,2478,2577,1929,large,large
154,155,NoTr,10,2478,2577,1833,large,large
155,156,Tr,24,2478,2577,545,large,large
156,157,Tr,14,2478,2577,2152,large,large
157,158,NoTr,8,2478,2577,2463,large,large
158,159,NoTr,19,2478,2577,157,large,large
159,160,Tr,25,2478,2577,1063,large,large
160,161,Tr,11,2478,2577,2711,large,large
161,162,Tr,13,2478,2577,275,large,large
162,163,Tr,25,2478,2577,1646,large,large
163,164,NoTr,8,2478,2577,2066,large,large
164,165,NoTr,7,2478,2577,2082,large,large
165,166,NoTr,9,2478,2577,1728,large,large
166,167,Tr,12,2478,2577,1881,large,large
167,168,Tr,13,2478,2577,1080,large,large
168,169,NoTr,10,2478,2577,2391,large,large
169,170,Tr,29,2478,2577,1172,large,large
170,171,Tr,20,2478,2577,329,large,large
171,172,NoTr,18,2478,2577,1740,large,large
172,173,NoTr,12,2478,2577,1923,large,large
173,174,NoTr,10,2478,2577,508,large,large
174,175,NoTr,19,2478,2577,1887,large,large
175,176,Tr,32,2478,2577,1505,large,large
176,177,NoTr,12,2478,2577,2392,large,large
177,178,NoTr,6,2478,2577,2068,large,large
178,179,NoTr,6,2478,2577,1866,large,large
179,180,NoTr,9,2478,2577,17,large,large
180,181,Tr,17,2478,2577,18,large,large
181,182,Tr,20,2478,2577,19,large,large
182,183,NoTr,8,2478,2577,20,large,large
183,184,NoTr,5,2478,2577,21,large,large
184,185,NoTr,4,2478,2577,22,large,large
185,186,NoTr,5,2478,2577,23,large,large
186,187,NoTr,9,2478,2577,24,large,large
187,188,Tr,11,2478,2577,25,large,large
188,189,NoTr,13,2478,2577,26,large,large
189,190,NoTr,11,2478,2577,170,large,large
190,191,NoTr,13,2478,2577,171,large,large
191,192,NoTr,10,2478,2577,172,large,large
192,193,NoTr,21,2478,2577,173,large,large
193,194,Tr,13,2478,2577,174,large,large
194,195,NoTr,7,2478,2577,175,large,large
195,196,NoTr,9,2478,2577,176,large,large
196,197,NoTr,10,2478,2577,177,large,large
197,198,NoTr,5,2478,2577,178,large,large
198,199,Tr,10,2478,2577,181,large,large
199,200,Tr,17,2478,2577,182,large,large
200,201,NoTr,6,2478,2577,184,large,large
201,202,NoTr,15,2478,2577,185,large,large
202,203,Tr,17,2478,2577,1339,large,large
203,204,NoTr,5,2478,2577,1633,large,large
204,205,Tr,19,2478,2577,1010,large,large
205,206,Tr,10,2478,2577,242,large,large
206,207,NoTr,22,2478,2577,585,large,large
207,208,NoTr,12,2478,2577,1312,large,large
208,209,Tr,18,2478,2577,1078,large,large
209,210,Tr,14,2478,2577,1216,large,large
210,211,NoTr,15,2478,2577,99,large,large
211,212,Tr,12,2478,2577,1025,large,large
212,213,NoTr,4,2478,2577,1634,large,large
213,214,NoTr,12,2478,2577,1635,large,large
214,215,NoTr,12,2478,2577,119,large,large
215,216,NoTr,22,2478,2577,331,large,large
216,217,NoTr,9,2478,2577,1268,large,large
217,218,NoTr,17,2478,2577,234,large,large
218,219,NoTr,25,2478,2577,1557,large,large
219,220,NoTr,7,2478,2577,785,large,large
220,221,NoTr,7,2478,2577,2238,large,large
221,222,Tr,10,2478,2577,409,large,large
222,223,NoTr,17,2478,2577,149,large,large
223,224,NoTr,6,2478,2577,247,large,large
224,225,NoTr,7,2478,2577,1510,large,large
225,226,NoTr,11,2478,2577,477,large,large
226,227,NoTr,10,2478,2577,207,large,large
227,228,NoTr,24,2478,2577,646,large,large
228,229,Tr,11,2478,2577,1977,large,large
229,230,NoTr,9,2478,2577,191,large,large
230,231,NoTr,13,2478,2577,2825,large,large
231,232,NoTr,3,2478,2577,695,large,large
232,233,NoTr,12,2478,2577,145,large,large
233,234,NoTr,3,2478,2577,1013,large,large
234,235,NoTr,3,2478,2577,2291,large,large
235,236,Tr,26,2478,2577,572,large,large
236,237,NoTr,7,2478,2577,2301,large,large
237,238,Tr,19,2478,2577,536,large,large
238,239,Tr,5,2478,2577,706,large,large
239,240,Tr,19,2478,2577,805,large,large
240,241,NoTr,10,2478,2577,2653,large,large
241,242,NoTr,1,1,1,2093,small,small
242,243,Tr,31,2478,2577,992,large,large
243,244,NoTr,22,2478,2577,502,large,large
244,245,NoTr,9,2478,2577,534,large,large
245,246,NoTr,4,2478,2577,2896,large,large
246,247,Tr,14,2478,2577,2499,large,large
247,248,Tr,27,2478,2577,1040,large,large
248,249,NoTr,6,2478,2577,1347,large,large
249,250,NoTr,10,2478,2577,1700,large,large
250,251,NoTr,12,2478,2577,1713,large,large
251,252,NoTr,10,2478,2577,417,large,large
252,253,Tr,4,1,2577,1224,small,large
253,254,Tr,22,2478,2577,1587,large,large
254,255,NoTr,9,2478,2577,881,large,large
255,256,NoTr,19,2478,2577,363,large,large
256,257,Tr,21,2478,2577,731,large,large
257,258,NoTr,12,2478,2577,271,large,large
258,259,Tr,5,2,2577,2846,small,large
259,260,NoTr,11,2478,2577,1050,large,large
260,261,NoTr,16,2478,2577,307,large,large
261,262,NoTr,9,2478,2577,886,large,large
262,263,NoTr,5,2478,2577,27,large,large
263,264,NoTr,5,2478,2577,28,large,large
264,265,Tr,11,2478,2577,29,large,large
265,266,NoTr,18,2478,2577,30,large,large
266,267,NoTr,3,2478,2577,31,large,large
267,268,NoTr,6,2478,2577,32,large,large
268,269,NoTr,11,2478,2577,1830,large,large
269,270,NoTr,3,2478,2577,2697,large,large
270,271,NoTr,16,2478,2577,369,large,large
271,272,Tr,14,2478,2577,678,large,large
272,273,NoTr,1,1,1,2529,small,small
273,274,NoTr,12,2478,2577,2564,large,large
274,275,NoTr,14,2478,2577,1243,large,large
275,276,NoTr,14,2478,2577,493,large,large
276,277,NoTr,14,2478,2577,2677,large,large
277,278,Tr,15,2478,2577,216,large,large
278,279,Tr,12,2478,2577,664,large,large
279,280,NoTr,33,2478,2577,753,large,large
280,281,NoTr,7,2478,2577,2569,large,large
281,282,NoTr,15,2478,2577,1111,large,large
282,283,NoTr,16,2478,2577,648,large,large
283,284,NoTr,20,2478,2577,1130,large,large
284,285,NoTr,26,2478,2577,1368,large,large
285,286,Tr,14,2478,2577,1236,large,large
286,287,Tr,11,2478,2577,1229,large,large
287,288,Tr,15,2478,2577,625,large,large
288,289,NoTr,21,2478,2577,1276,large,large
289,290,Tr,11,2478,2577,2799,large,large
290,291,Tr,5,1,2577,1908,small,large
291,292,NoTr,5,2478,2577,1226,large,large
292,293,Tr,9,2478,2577,750,large,large
293,294,Tr,24,2478,2577,254,large,large
294,295,Tr,9,2478,2577,2321,large,large
295,296,NoTr,11,2478,2577,147,large,large
296,297,Tr,11,2478,2577,1363,large,large
297,298,NoTr,19,2478,2577,641,large,large
298,299,NoTr,16,2478,2577,1297,large,large
299,300,Tr,12,2478,2577,2102,large,large
300,301,NoTr,9,2478,2577,2132,large,large
301,302,Tr,20,2478,2577,1331,large,large
302,303,NoTr,8,2478,2577,2290,large,large
303,304,NoTr,6,2478,2577,2824,large,large
304,305,NoTr,2,2478,2577,33,large,large
305,306,NoTr,20,2478,2577,34,large,large
306,307,NoTr,6,2478,2577,35,large,large
307,308,NoTr,4,2478,2577,68,large,large
308,309,Tr,19,2478,2577,102,large,large
309,310,NoTr,11,2478,2577,880,large,large
310,311,NoTr,7,2478,2577,882,large,large
311,312,NoTr,8,2478,2577,884,large,large
312,313,NoTr,6,2478,2577,885,large,large
313,314,Tr,12,2478,2577,429,large,large
314,315,Tr,8,2478,2577,503,large,large
315,316,NoTr,15,2478,2577,100,large,large
316,317,NoTr,12,2478,2577,887,large,large
317,318,Tr,18,2478,2577,888,large,large
318,319,NoTr,22,2478,2577,889,large,large
319,320,NoTr,22,2478,2577,351,large,large
320,321,NoTr,7,2478,2577,779,large,large
321,322,NoTr,12,2478,2577,890,large,large
322,323,NoTr,8,2478,2577,2131,large,large
323,324,NoTr,8,2478,2577,1474,large,large
324,325,NoTr,7,2478,2577,1448,large,large
325,326,NoTr,5,2478,2577,1489,large,large
326,327,NoTr,10,2478,2577,827,large,large
327,328,NoTr,8,2478,2577,36,large,large
328,329,NoTr,7,2478,2577,37,large,large
329,330,NoTr,18,2478,2577,38,large,large
330,331,NoTr,10,2478,2577,39,large,large
331,332,Tr,12,2478,2577,40,large,large
332,333,NoTr,1,1,1,41,small,small
333,334,Tr,9,2478,2577,42,large,large
334,335,NoTr,8,2478,2577,43,large,large
335,336,NoTr,8,2478,2577,406,large,large
336,337,NoTr,17,2478,2577,407,large,large
337,338,NoTr,22,2478,2577,408,large,large
338,339,NoTr,6,2478,2577,410,large,large
339,340,NoTr,11,2478,2577,411,large,large
340,341,Tr,30,2478,2577,150,large,large
341,342,NoTr,20,2478,2577,1257,large,large
342,343,NoTr,10,2478,2577,1090,large,large
343,344,Tr,8,2478,2577,1956,large,large
344,345,NoTr,24,2478,2577,1353,large,large
345,346,Tr,22,2478,2577,485,large,large
346,347,Tr,9,2478,2577,705,large,large
347,348,Tr,11,2478,2577,327,large,large
348,349,Tr,27,2478,2577,423,large,large
349,350,Tr,12,2478,2577,1957,large,large
350,351,NoTr,7,2478,2577,1015,large,large
351,352,NoTr,21,2478,2577,1173,large,large
352,353,Tr,24,2478,2577,1246,large,large
353,354,Tr,26,2478,2577,57,large,large
354,355,NoTr,4,2478,2577,104,large,large
355,356,NoTr,3,2478,2577,2043,large,large
356,357,NoTr,5,2478,2577,2045,large,large
357,358,NoTr,16,2478,2577,228,large,large
358,359,NoTr,11,2478,2577,460,large,large
359,360,NoTr,16,2478,2577,817,large,large
360,361,NoTr,10,2478,2577,864,large,large
361,362,NoTr,1,1,1,2497,small,small
362,363,NoTr,7,2478,2577,988,large,large
363,364,Tr,9,2478,2577,2365,large,large
364,365,NoTr,4,2478,2577,2449,large,large
365,366,NoTr,10,2478,2577,1355,large,large
366,367,NoTr,10,2478,2577,200,large,large
367,368,Tr,25,2478,2577,1659,large,large
368,369,Tr,26,2478,2577,1928,large,large
369,370,NoTr,11,2478,2577,2373,large,large
370,371,NoTr,22,2478,2577,339,large,large
371,372,NoTr,14,2478,2577,952,large,large
372,373,NoTr,15,2478,2577,960,large,large
373,374,NoTr,33,2478,2577,593,large,large
374,375,Tr,18,2478,2577,1947,large,large
375,376,NoTr,25,2478,2577,565,large,large
376,377,NoTr,9,2478,2577,2348,large,large
377,378,Tr,25,2478,2577,836,large,large
378,379,Tr,29,2478,2577,862,large,large
379,380,NoTr,12,2478,2577,2510,large,large
380,381,Tr,8,2478,2577,1325,large,large
381,382,NoTr,5,2478,2577,2385,large,large
382,383,NoTr,17,2478,2577,424,large,large
383,384,NoTr,13,2478,2577,2359,large,large
384,385,NoTr,8,2478,2577,45,large,large
385,386,NoTr,19,2478,2577,46,large,large
386,387,NoTr,5,2478,2577,47,large,large
387,388,NoTr,19,2478,2577,48,large,large
388,389,NoTr,8,2478,2577,49,large,large
389,390,NoTr,3,2478,2577,50,large,large
390,391,Tr,20,2478,2577,51,large,large
391,392,NoTr,20,2478,2577,53,large,large
392,393,NoTr,2,2478,2577,1796,large,large
393,394,NoTr,5,2478,2577,82,large,large
394,395,NoTr,15,2478,2577,127,large,large
395,396,NoTr,6,2478,2577,1797,large,large
396,397,NoTr,4,2478,2577,1798,large,large
397,398,NoTr,23,2478,2577,970,large,large
398,399,Tr,22,2478,2577,303,large,large
399,400,NoTr,3,2478,2577,1718,large,large
400,401,NoTr,5,2478,2577,1787,large,large
401,402,Tr,17,2478,2577,1114,large,large
402,403,Tr,17,2478,2577,268,large,large
403,404,Tr,19,2478,2577,91,large,large
404,405,Tr,11,2478,2577,1354,large,large
405,406,NoTr,8,2478,2577,1465,large,large
406,407,NoTr,9,2478,2577,168,large,large
407,408,NoTr,12,2478,2577,1255,large,large
408,409,NoTr,10,2478,2577,1270,large,large
409,410,Tr,16,2478,2577,1748,large,large
410,411,NoTr,1,1,1,2057,small,small
411,412,NoTr,14,2478,2577,1705,large,large
412,413,NoTr,20,2478,2577,1934,large,large
413,414,NoTr,11,2478,2577,1784,large,large
414,415,NoTr,10,2478,2577,2139,large,large
415,416,NoTr,11,2478,2577,1619,large,large
416,417,Tr,4,1,2577,2607,small,large
417,418,Tr,11,2478,2577,2515,large,large
418,419,NoTr,7,2478,2577,1604,large,large
419,420,NoTr,1,1,1,2647,small,small
420,421,NoTr,17,2478,2577,1014,large,large
421,422,Tr,11,2478,2577,1201,large,large
422,423,NoTr,17,2478,2577,1717,large,large
423,424,NoTr,7,2478,2577,2648,large,large
424,425,NoTr,17,2478,2577,281,large,large
425,426,Tr,22,2478,2577,1145,large,large
426,427,NoTr,13,2478,2577,126,large,large
427,428,NoTr,6,4,2577,1497,small,large
428,429,Tr,14,2478,2577,2218,large,large
429,430,NoTr,17,2478,2577,1687,large,large
430,431,NoTr,8,2478,2577,2813,large,large
431,432,NoTr,14,2478,2577,414,large,large
432,433,NoTr,10,2478,2577,1736,large,large
433,434,NoTr,15,2478,2577,412,large,large
434,435,NoTr,20,2478,2577,1153,large,large
435,436,Tr,10,2478,2577,1386,large,large
436,437,NoTr,12,2478,2577,2418,large,large
437,438,NoTr,14,2478,2577,2107,large,large
438,439,NoTr,7,2478,2577,2357,large,large
439,440,NoTr,8,2478,2577,587,large,large
440,441,Tr,16,2478,2577,1197,large,large
441,442,Tr,23,2478,2577,1058,large,large
442,443,NoTr,3,2478,2577,2726,large,large
443,444,NoTr,10,2478,2577,345,large,large
444,445,NoTr,6,2478,2577,2124,large,large
445,446,Tr,22,2478,2577,971,large,large
446,447,NoTr,6,2478,2577,2061,large,large
447,448,NoTr,14,2478,2577,733,large,large
448,449,NoTr,8,2478,2577,2620,large,large
449,450,NoTr,6,2478,2577,273,large,large
450,451,NoTr,15,2478,2577,518,large,large
451,452,NoTr,1,1,1,2453,small,small
452,453,NoTr,24,2478,2577,1230,large,large
453,454,NoTr,19,2478,2577,340,large,large
454,455,NoTr,11,2478,2577,1317,large,large
455,456,NoTr,19,2478,2577,198,large,large
456,457,Tr,17,2478,2577,1757,large,large
457,458,NoTr,15,2478,2577,1162,large,large
458,459,Tr,17,2478,2577,777,large,large
459,460,NoTr,22,2478,2577,752,large,large
460,461,NoTr,5,2478,2577,2433,large,large
461,462,Tr,17,2478,2577,1574,large,large
462,463,NoTr,15,2478,2577,1720,large,large
463,464,NoTr,9,2478,2577,998,large,large
464,465,NoTr,8,2478,2577,1992,large,large
465,466,NoTr,21,2478,2577,110,large,large
466,467,NoTr,11,2478,2577,619,large,large
467,468,NoTr,11,2478,2577,2009,large,large
468,469,Tr,10,2478,2577,1418,large,large
469,470,Tr,21,2478,2577,626,large,large
470,471,NoTr,5,2478,2577,2627,large,large
471,472,NoTr,4,2478,2577,1333,large,large
472,473,NoTr,9,2478,2577,2135,large,large
473,474,Tr,13,2478,2577,1266,large,large
474,475,Tr,26,2478,2577,166,large,large
475,476,NoTr,7,2478,2577,2087,large,large
476,477,NoTr,13,2478,2577,444,large,large
477,478,NoTr,25,2478,2577,763,large,large
478,479,NoTr,3,2478,2577,2720,large,large
479,480,NoTr,1,3,3,54,small,small
480,481,NoTr,7,3,3,55,small,small
481,482,NoTr,1,3,3,2064,small,small
482,483,NoTr,7,2478,2577,670,large,large
483,484,NoTr,7,2478,2577,2127,large,large
484,485,Tr,14,2478,2577,1627,large,large
485,486,NoTr,7,2478,2577,2183,large,large
486,487,NoTr,11,2478,2577,56,large,large
487,488,NoTr,6,2478,2577,58,large,large
488,489,NoTr,6,2478,2577,59,large,large
489,490,Tr,27,2478,2577,60,large,large
490,491,NoTr,13,2478,2577,61,large,large
491,492,NoTr,8,2478,2577,64,large,large
492,493,Tr,14,2478,2577,65,large,large
493,494,NoTr,13,2478,2577,66,large,large
494,495,NoTr,13,2478,2577,67,large,large
495,496,NoTr,9,2478,2577,72,large,large
496,497,Tr,29,2478,2577,121,large,large
497,498,NoTr,24,2478,2577,152,large,large
498,499,NoTr,11,2478,2577,153,large,large
499,500,Tr,30,2478,2577,129,large,large
500,501,Tr,28,2478,2577,155,large,large
501,502,NoTr,12,2478,2577,156,large,large
502,503,Tr,7,2478,2577,158,large,large
503,504,Tr,15,2478,2577,159,large,large
504,505,NoTr,3,2478,2577,160,large,large
505,506,NoTr,5,2478,2577,161,large,large
506,507,NoTr,12,2478,2577,162,large,large
507,508,Tr,10,2478,2577,163,large,large
508,509,NoTr,8,2478,2577,164,large,large
509,510,NoTr,13,2478,2577,165,large,large
510,511,NoTr,10,2478,2577,167,large,large
511,512,NoTr,26,2478,2577,169,large,large
512,513,NoTr,18,2478,2577,668,large,large
513,514,Tr,19,2478,2577,465,large,large
514,515,NoTr,3,4,4,1996,small,small
515,516,Tr,8,2478,2577,2201,large,large
516,517,NoTr,7,2478,2577,140,large,large
517,518,NoTr,9,2478,2577,1120,large,large
518,519,NoTr,9,2478,2577,431,large,large
519,520,NoTr,14,2478,2577,868,large,large
520,521,NoTr,8,2478,2577,1385,large,large
521,522,Tr,19,2478,2577,891,large,large
522,523,NoTr,13,2478,2577,419,large,large
523,524,NoTr,3,2478,2577,2410,large,large
524,525,NoTr,8,2478,2577,2635,large,large
525,526,NoTr,14,2478,2577,721,large,large
526,527,Tr,6,2,2577,1480,small,large
527,528,NoTr,15,2478,2577,2116,large,large
528,529,Tr,8,2478,2577,435,large,large
529,530,Tr,8,2478,2577,1420,large,large
530,531,NoTr,5,2478,2577,2797,large,large
531,532,NoTr,9,2478,2577,2099,large,large
532,533,Tr,12,2478,2577,2050,large,large
533,534,NoTr,12,2478,2577,930,large,large
534,535,Tr,26,2478,2577,1233,large,large
535,536,NoTr,14,2478,2577,800,large,large
536,537,NoTr,16,2478,2577,936,large,large
537,538,NoTr,17,2478,2577,1392,large,large
538,539,NoTr,14,2478,2577,2160,large,large
539,540,Tr,8,2478,2577,1183,large,large
540,541,NoTr,7,2478,2577,879,large,large
541,542,NoTr,23,2478,2577,478,large,large
542,543,NoTr,3,2478,2577,2062,large,large
543,544,NoTr,6,2478,2577,2546,large,large
544,545,NoTr,1,1,1,2804,small,small
545,546,NoTr,7,2478,2577,1342,large,large
546,547,NoTr,5,2478,2577,2822,large,large
547,548,NoTr,4,2478,2577,2830,large,large
548,549,Tr,18,2478,2577,70,large,large
549,550,NoTr,6,2478,2577,2522,large,large
550,551,NoTr,9,2478,2577,1581,large,large
551,552,Tr,24,2478,2577,1616,large,large
552,553,Tr,8,2478,2577,2242,large,large
553,554,NoTr,3,2478,2577,2831,large,large
554,555,Tr,11,2478,2577,1081,large,large
555,556,NoTr,15,2478,2577,861,large,large
556,557,NoTr,7,2478,2577,1895,large,large
557,558,Tr,15,2478,2577,1842,large,large
558,559,Tr,12,2478,2577,1770,large,large
559,560,NoTr,11,2478,2577,1688,large,large
560,561,NoTr,4,2478,2577,118,large,large
561,562,NoTr,12,2478,2577,1653,large,large
562,563,NoTr,7,2478,2577,2125,large,large
563,564,NoTr,3,2478,2577,618,large,large
564,565,Tr,10,2478,2577,2366,large,large
565,566,NoTr,6,2478,2577,1074,large,large
566,567,Tr,4,2,2577,1076,small,large
567,568,NoTr,13,2478,2577,2563,large,large
568,569,NoTr,6,2478,2577,2439,large,large
569,570,NoTr,13,2478,2577,141,large,large
570,571,NoTr,2,2478,2577,2036,large,large
571,572,NoTr,13,2478,2577,2245,large,large
572,573,NoTr,2,2478,2577,1938,large,large
573,574,NoTr,6,2478,2577,1043,large,large
574,575,NoTr,9,2478,2577,2188,large,large
575,576,Tr,11,2478,2577,652,large,large
576,577,Tr,14,2478,2577,875,large,large
577,578,NoTr,7,2478,2577,2676,large,large
578,579,NoTr,20,2478,2577,762,large,large
579,580,Tr,13,2478,2577,1502,large,large
580,581,NoTr,24,2478,2577,979,large,large
581,582,NoTr,19,2478,2577,318,large,large
582,583,NoTr,3,2478,2577,1742,large,large
583,584,NoTr,2,2478,2577,1998,large,large
584,585,NoTr,14,2478,2577,236,large,large
585,586,Tr,11,2478,2577,2353,large,large
586,587,NoTr,10,2478,2577,2758,large,large
587,588,NoTr,5,2478,2577,2849,large,large
588,589,NoTr,10,2478,2577,1686,large,large
589,590,NoTr,14,2478,2577,1451,large,large
590,591,Tr,14,2478,2577,1409,large,large
591,592,NoTr,15,2478,2577,550,large,large
592,593,NoTr,4,2478,2577,642,large,large
593,594,NoTr,6,2478,2577,643,large,large
594,595,NoTr,16,2478,2577,644,large,large
595,596,NoTr,15,2478,2577,484,large,large
596,597,Tr,9,2478,2577,645,large,large
597,598,Tr,26,2478,2577,215,large,large
598,599,NoTr,18,2478,2577,647,large,large
599,600,NoTr,14,2478,2577,701,large,large
600,601,NoTr,16,2478,2577,520,large,large
